Code,Name,OfficialName,OtherNames,Level,M49Code,ContinentCode,SubregionCode,CountryCode,CountryCodeISOa3,SubdivisionCode,Lat,Lon,Population,GleamID
G-LUA,Lukla,,,gleam_basin,,W-AS,,NP,NPL,,,,,560
G-LUD,Luderitz,,,gleam_basin,,W-AF,,NA,NAM,,,,15000.0,79
G-LUG,Lugano,,,gleam_basin,,W-EU,,CH,CHE,,,,105000.0,277
G-LUH,Ludhiana,,,gleam_basin,,W-AS,,IN,IND,,,,1649000.0,1088
G-LUM,Mangshi,,,gleam_basin,,W-AS,,CN,CHN,,,,,414
G-LUN,Lusaka,,,gleam_basin,,W-AF,,ZM,ZMB,,,,1328000.0,1549
G-LUO,Luena,,,gleam_basin,,W-AF,,AO,AGO,,,,21000.0,7
G-LUQ,San Luis,,,gleam_basin,,W-SA,,AR,ARG,,,,432000.0,3201
G-LUR,Cape Lisburne,,,gleam_basin,,W-NA,,US,USA,,,,,2319
G-LUV,Langgur,,,gleam_basin,,W-AS,,ID,IDN,,,,,1275
G-LUW,Luwuk,,,gleam_basin,,W-AS,,ID,IDN,,,,48000.0,1276
G-LUX,Luxembourg,,,gleam_basin,,W-EU,,LU,LUX,,,,,1203
G-LUZ,Lublin,,,gleam_basin,,W-EU,,PL,POL,,,,360000.0,2854
G-LVI,Livingstone,,,gleam_basin,,W-AF,,ZM,ZMB,,,,165000.0,1551
G-LWB,Lewisburg,,,gleam_basin,,W-NA,,US,USA,,,,11000.0,2380
G-LWN,Gyumri,,,gleam_basin,,W-AS,,AM,ARM,,,,148000.0,3234
G-LWO,Lviv,,,gleam_basin,,W-EU,,UA,UKR,,,,718000.0,2791
G-LWS,Lewiston,,,gleam_basin,,W-NA,,US,USA,,,,59000.0,2378
G-LWT,Lewistown,,,gleam_basin,,W-NA,,US,USA,,,,22000.0,2379
G-LXA,Lhasa,,,gleam_basin,,W-AS,,CN,CHN,,,,220000.0,372
G-LXG,Luang Namtha,,,gleam_basin,,W-AS,,LA,LAO,,,,,573
G-LXR,Luxor,,,gleam_basin,,W-AF,,EG,EGY,,,,609000.0,55
G-LXS,Limnos,,,gleam_basin,,W-EU,,GR,GRC,,,,,918
G-LYA,Luoyang,,,gleam_basin,,W-AS,,CN,CHN,,,,1715000.0,381
G-LYC,Lycksele,,,gleam_basin,,W-EU,,SE,SWE,,,,,2555
G-LYG,Lianyungang,,,gleam_basin,,W-AS,,CN,CHN,,,,687000.0,380
G-LYH,Lynchburg,,,gleam_basin,,W-NA,,US,USA,,,,125000.0,2247
G-LYI,Linyi,,,gleam_basin,,W-AS,,CN,CHN,,,,2081999.0,382
G-LYP,Faisalabad,,,gleam_basin,,W-AS,,PK,PAK,,,,2617000.0,118
G-LYR,Longyearbyen,,,gleam_basin,,W-EU,,SJ,SJM,,,,2000.0,1700
G-LYS,Lyon,,,gleam_basin,,W-EU,,FR,FRA,,,,1423000.0,1513
G-LYX,Lydd,,,gleam_basin,,W-EU,,GB,GBR,,,,,775
G-LZC,Lazaro Cardenas,,,gleam_basin,,W-NA,,MX,MEX,,,,179000.0,1011
G-LZH,Liuzhou,,,gleam_basin,,W-AS,,CN,CHN,,,,1497000.0,397
G-LZO,Luzhou,,,gleam_basin,,W-AS,,CN,CHN,,,,1537000.0,398
G-LZY,Nyingchi,,,gleam_basin,,W-AS,,CN,CHN,,,,,396
G-MAA,Chennai,,,gleam_basin,,W-AS,,IN,IND,,,,7163000.0,1053
G-MAB,Maraba,,,gleam_basin,,W-SA,,BR,BRA,,,,166000.0,1935
G-MAD,Madrid,,,gleam_basin,,W-EU,,ES,ESP,,,,5567000.0,2874
G-MAF,Midland,,,gleam_basin,,W-NA,,US,USA,,,,144000.0,2058
G-MAG,Madang,,,gleam_basin,,W-OC,,PG,PNG,,,,62000.0,2975
G-MAH,Menorca,,,gleam_basin,,W-EU,,ES,ESP,,,,,2875
G-MAJ,Majuro,,,gleam_basin,,W-OC,,MH,MHL,,,,25000.0,857
G-MAM,Matamoros,,,gleam_basin,,W-NA,,MX,MEX,,,,104000.0,981
G-MAN,Manchester,,,gleam_basin,,W-EU,,GB,GBR,,,,2230000.0,789
G-MAO,Manaus,,,gleam_basin,,W-SA,,BR,BRA,,,,1753000.0,1936
G-MAQ,Mae Sot,,,gleam_basin,,W-AS,,TH,THA,,,,46000.0,534
G-MAR,Maracaibo,,,gleam_basin,,W-SA,,VE,VEN,,,,2072000.0,1701
G-MAS,Manus Island,,,gleam_basin,,W-OC,,PG,PNG,,,,,2974
G-MAU,Maupiti Island,,,gleam_basin,,W-OC,,PF,PYF,,,,,676
G-MBA,Mombasa,,,gleam_basin,,W-AF,,KE,KEN,,,,882000.0,1737
G-MBE,Monbetsu,,,gleam_basin,,W-AS,,JP,JPN,,,,,3156
G-MBI,Mbeya,,,gleam_basin,,W-AF,,TZ,TZA,,,,292000.0,214
G-MBJ,Montego Bay,,,gleam_basin,,W-NA,,JM,JAM,,,,126000.0,491
G-MBL,Manistee,,,gleam_basin,,W-NA,,US,USA,,,,9000.0,2497
G-MBS,Saginaw,,,gleam_basin,,W-NA,,US,USA,,,,119000.0,2501
G-MBT,Masbate,,,gleam_basin,,W-AS,,PH,PHL,,,,47000.0,621
G-MCE,Merced,,,gleam_basin,,W-NA,,US,USA,,,,144000.0,2466
G-MCG,Mcgrath,,,gleam_basin,,W-NA,,US,USA,,,,,2469
G-MCI,Kansas City,,,gleam_basin,,W-NA,,US,USA,,,,1616000.0,2465
G-MCK,Mccook,,,gleam_basin,,W-NA,,US,USA,,,,7000.0,2464
G-MCM,Monaco,,,gleam_basin,,W-EU,,MC,MCO,,,,,3064
G-MCN,Macon,,,gleam_basin,,W-NA,,US,USA,,,,153000.0,2463
G-MCO,Orlando,,,gleam_basin,,W-NA,,US,USA,,,,1777000.0,2532
G-MCP,Macapa,,,gleam_basin,,W-SA,,BR,BRA,,,,499000.0,2029
G-MCT,Muscat,,,gleam_basin,,W-AS,,OM,OMN,,,,735000.0,1784
G-MCV,Mcarthur River Mine,,,gleam_basin,,W-OC,,AU,AUS,,,,,1672
G-MCW,Mason City,,,gleam_basin,,W-NA,,US,USA,,,,26000.0,2468
G-MCX,Makhachkala,,,gleam_basin,,W-EU,,RU,RUS,,,,555000.0,1915
G-MCY,Sunshine Coast,,,gleam_basin,,W-OC,,AU,AUS,,,,286000.0,1671
G-MCZ,Maceio,,,gleam_basin,,W-SA,,BR,BRA,,,,1186000.0,2027
G-MDC,Manado,,,gleam_basin,,W-AS,,ID,IDN,,,,452000.0,1295
G-MDE,Medellin,,,gleam_basin,,W-SA,,CO,COL,,,,3297000.0,1396
G-MDG,Mudanjiang,,,gleam_basin,,W-AS,,CN,CHN,,,,1244000.0,436
G-MDK,Mbandaka,,,gleam_basin,,W-AF,,CD,COD,,,,275000.0,1342
G-MDL,Mandalay,,,gleam_basin,,W-AS,,MM,MMR,,,,1300000.0,884
G-MDQ,Mar del Plata,,,gleam_basin,,W-SA,,AR,ARG,,,,556000.0,3210
G-MDT,Harrisburg,,,gleam_basin,,W-NA,,US,USA,,,,442000.0,2406
G-MDU,Mendi,,,gleam_basin,,W-OC,,PG,PNG,,,,26000.0,2994
G-MDZ,Mendoza,,,gleam_basin,,W-SA,,AR,ARG,,,,893000.0,3204
G-MEA,Macae,,,gleam_basin,,W-SA,,BR,BRA,,,,143000.0,1997
G-MEC,Manta,,,gleam_basin,,W-SA,,EC,ECU,,,,183000.0,1469
G-MED,Madinah,,,gleam_basin,,W-AS,,SA,SAU,,,,,252
G-MEE,Mare,,,gleam_basin,,W-OC,,NC,NCL,,,,,3174
G-MEG,Malange,,,gleam_basin,,W-AF,,AO,AGO,,,,,9
G-MEI,Meridian,,,gleam_basin,,W-NA,,US,USA,,,,100000.0,2377
G-MEL,Melbourne (AU),,,gleam_basin,,W-OC,,AU,AUS,,,,,1648
G-MEM,Memphis,,,gleam_basin,,W-NA,,US,USA,,,,1069000.0,2316
G-MEQ,Cut Nyak Dien,,,gleam_basin,,W-AS,,ID,IDN,,,,,1289
G-MES,Medan,,,gleam_basin,,W-AS,,ID,IDN,,,,2115000.0,1290
G-MEX,Mexico City,,,gleam_basin,,W-NA,,MX,MEX,,,,19028000.0,1024
G-MFE,Mcallen,,,gleam_basin,,W-NA,,US,USA,,,,801000.0,2462
G-MFR,Medford,,,gleam_basin,,W-NA,,US,USA,,,,168000.0,2473
G-MFU,Mfuwe,,,gleam_basin,,W-AF,,ZM,ZMB,,,,,1550
G-MGA,Managua,,,gleam_basin,,W-NA,,NI,NIC,,,,920000.0,654
G-MGB,Mount Gambier,,,gleam_basin,,W-OC,,AU,AUS,,,,23000.0,1646
G-MGF,Maringa,,,gleam_basin,,W-SA,,BR,BRA,,,,328000.0,2000
G-MGM,Montgomery,,,gleam_basin,,W-NA,,US,USA,,,,256000.0,2315
G-MGQ,Mogadishu,,,gleam_basin,,W-AF,,SO,SOM,,,,1100000.0,2831
G-MGS,Mangaia Island,,,gleam_basin,,W-OC,,CK,COK,,,,,1356
G-MGT,Milingimbi Island,,,gleam_basin,,W-OC,,AU,AUS,,,,,1636
G-MGW,Morgantown,,,gleam_basin,,W-NA,,US,USA,,,,72000.0,2317
G-MGZ,Myeik,,,gleam_basin,,W-AS,,MM,MMR,,,,267000.0,878
G-MHC,Castro,,,gleam_basin,,W-SA,,CL,CHL,,,,42000.0,300
G-MHD,Mashhad,,,gleam_basin,,W-AS,,IR,IRN,,,,2469000.0,2955
G-MHH,Marsh Harbour,,,gleam_basin,,W-NA,,BS,BHS,,,,,3231
G-MHK,Manhattan,,,gleam_basin,,W-NA,,US,USA,,,,312000.0,2344
G-MHQ,Mariehamn,,,gleam_basin,,W-EU,,AX,ALA,,,,11000.0,1788
G-MHU,Mount Hotham,,,gleam_basin,,W-OC,,AU,AUS,,,,,1676
G-MIA,Miami,,,gleam_basin,,W-NA,,US,USA,,,,6382000.0,2305
G-MID,Merida (MX),,,gleam_basin,,W-NA,,MX,MEX,,,,,1015
G-MIG,Mianyang,,,gleam_basin,,W-AS,,CN,CHN,,,,1396000.0,405
G-MII,Marilia,,,gleam_basin,,W-SA,,BR,BRA,,,,212000.0,1964
G-MIM,Merimbula,,,gleam_basin,,W-OC,,AU,AUS,,,,6000.0,1609
G-MIS,Misima Island,,,gleam_basin,,W-OC,,PG,PNG,,,,,2990
G-MIU,Maiduguri,,,gleam_basin,,W-AF,,NG,NGA,,,,896000.0,1419
G-MJD,Mohenjodaro,,,gleam_basin,,W-AS,,PK,PAK,,,,,122
G-MJF,Mosjoen,,,gleam_basin,,W-EU,,NO,NOR,,,,,1151
G-MJM,Mbuji-Mayi,,,gleam_basin,,W-AF,,CD,COD,,,,1295000.0,1339
G-MJN,Mahajanga,,,gleam_basin,,W-AF,,MG,MDG,,,,155000.0,1450
G-MJT,Mytilini,,,gleam_basin,,W-EU,,GR,GRC,,,,29000.0,936
G-MJU,Mamuju,,,gleam_basin,,W-AS,,ID,IDN,,,,,1267
G-MJV,Murcia,,,gleam_basin,,W-EU,,ES,ESP,,,,407000.0,2897
G-MJZ,Mirny,,,gleam_basin,,W-EU,,RU,RUS,,,,40000.0,1857
G-MKE,Milwaukee,,,gleam_basin,,W-NA,,US,USA,,,,1378000.0,2288
G-MKG,Muskegon,,,gleam_basin,,W-NA,,US,USA,,,,160000.0,2286
G-MKL,Jackson (US-TN),,,gleam_basin,,W-NA,,US,USA,,,,,2269
G-MKM,Mukah,,,gleam_basin,,W-AS,,MY,MYS,,,,,174
G-MKP,Makemo,,,gleam_basin,,W-OC,,PF,PYF,,,,,690
G-MKQ,Merauke,,,gleam_basin,,W-AS,,ID,IDN,,,,34000.0,1271
G-MKW,Manokwari,,,gleam_basin,,W-AS,,ID,IDN,,,,75000.0,1272
G-MKY,Mackay,,,gleam_basin,,W-OC,,AU,AUS,,,,76000.0,1629
G-MKZ,Malacca,,,gleam_basin,,W-AS,,MY,MYS,,,,181000.0,175
G-MLA,Malta,,,gleam_basin,,W-EU,,MT,MLT,,,,,655
G-MLB,Melbourne (US),,,gleam_basin,,W-NA,,US,USA,,,,,2133
G-MLE,Male,,,gleam_basin,,W-AS,,MV,MDV,,,,113000.0,1479
G-MLG,Malang,,,gleam_basin,,W-AS,,ID,IDN,,,,805000.0,1252
G-MLI,Moline,,,gleam_basin,,W-NA,,US,USA,,,,42000.0,2218
G-MLM,Morelia,,,gleam_basin,,W-NA,,MX,MEX,,,,644000.0,1000
G-MLN,Melilla,,,gleam_basin,,W-EU,,ES,ESP,,,,73000.0,2878
G-MLO,Milos,,,gleam_basin,,W-EU,,GR,GRC,,,,,908
G-MLS,Miles City,,,gleam_basin,,W-NA,,US,USA,,,,10000.0,2142
G-MLU,Monroe,,,gleam_basin,,W-NA,,US,USA,,,,115000.0,2219
G-MLX,Malatya,,,gleam_basin,,W-AS,,TR,TUR,,,,462000.0,1757
G-MLY,Manley Hot Springs,,,gleam_basin,,W-NA,,US,USA,,,,,2147
G-MMB,Memambetsu,,,gleam_basin,,W-AS,,JP,JPN,,,,,3114
G-MME,Durham,,,gleam_basin,,W-EU,,GB,GBR,,,,408000.0,769
G-MMH,Mammoth Lakes,,,gleam_basin,,W-NA,,US,USA,,,,8000.0,2184
G-MMJ,Matsumoto,,,gleam_basin,,W-AS,,JP,JPN,,,,211000.0,3113
G-MMK,Murmansk,,,gleam_basin,,W-EU,,RU,RUS,,,,319000.0,1822
G-MMX,Malmo,,,gleam_basin,,W-EU,,SE,SWE,,,,269000.0,2547
G-MMY,Miyako,,,gleam_basin,,W-AS,,JP,JPN,,,,52000.0,3112
G-MMZ,Maimanah,,,gleam_basin,,W-AS,,AF,AFG,,,,200000.0,888
G-MNA,Melangguane,,,gleam_basin,,W-AS,,ID,IDN,,,,,1253
G-MNC,Nacala,,,gleam_basin,,W-AF,,MZ,MOZ,,,,225000.0,965
G-MNG,Maningrida,,,gleam_basin,,W-OC,,AU,AUS,,,,,1592
G-MNI,Montserrat,,,gleam_basin,,W-NA,,MS,MSR,,,,,722
G-MNL,Manila,,,gleam_basin,,W-AS,,PH,PHL,,,,11100000.0,596
G-MNR,Mongu,,,gleam_basin,,W-AF,,ZM,ZMB,,,,53000.0,1546
G-MNS,Mansa,,,gleam_basin,,W-AF,,ZM,ZMB,,,,42000.0,1547
G-MNT,Minto,,,gleam_basin,,W-NA,,US,USA,,,,600.0,2138
G-MNU,Mawlamyine,,,gleam_basin,,W-AS,,MM,MMR,,,,439000.0,871
G-MNY,Mono Island,,,gleam_basin,,W-OC,,SB,SLB,,,,,3021
G-MOA,Moa,,,gleam_basin,,W-NA,,CU,CUB,,,,93000.0,3240
G-MOB,Mobile,,,gleam_basin,,W-NA,,US,USA,,,,318000.0,2118
G-MOC,Montes Claros,,,gleam_basin,,W-SA,,BR,BRA,,,,332000.0,1951
G-MOF,Maumere,,,gleam_basin,,W-AS,,ID,IDN,,,,104000.0,1247
G-MOL,Molde,,,gleam_basin,,W-EU,,NO,NOR,,,,19000.0,1156
G-MON,Mount Cook,,,gleam_basin,,W-OC,,NZ,NZL,,,,,3045
G-MOQ,Morondava,,,gleam_basin,,W-AF,,MG,MDG,,,,37000.0,1444
G-MOT,Minot,,,gleam_basin,,W-NA,,US,USA,,,,50000.0,2117
G-MOV,Moranbah,,,gleam_basin,,W-OC,,AU,AUS,,,,10000.0,1587
G-MPA,Katima Mulilo,,,gleam_basin,,W-AF,,NA,NAM,,,,25000.0,75
G-MPH,Caticlan,,,gleam_basin,,W-AS,,PH,PHL,,,,,597
G-MPL,Montpellier,,,gleam_basin,,W-EU,,FR,FRA,,,,327000.0,1506
G-MPM,Maputo,,,gleam_basin,,W-AF,,MZ,MOZ,,,,1446000.0,966
G-MPN,Mount Pleasant,,,gleam_basin,,W-SA,,FK,FLK,,,,87000.0,759
G-MQF,Magnitogorsk,,,gleam_basin,,W-EU,,RU,RUS,,,,413000.0,1811
G-MQJ,Khonuu,,,gleam_basin,,W-EU,,RU,RUS,,,,,1812
G-MQL,Mildura,,,gleam_basin,,W-OC,,AU,AUS,,,,48000.0,1583
G-MQM,Mardin,,,gleam_basin,,W-AS,,TR,TUR,,,,71000.0,1744
G-MQN,Mo I Rana,,,gleam_basin,,W-EU,,NO,NOR,,,,20000.0,1166
G-MQP,Nelspruit,,,gleam_basin,,W-AF,,ZA,ZAF,,,,110000.0,628
G-MQT,Marquette,,,gleam_basin,,W-NA,,US,USA,,,,26000.0,2108
G-MQX,Mekele,,,gleam_basin,,W-AF,,ET,ETH,,,,96000.0,226
G-MRA,Misurata,,,gleam_basin,,W-AF,,LY,LBY,,,,,159
G-MRD,Merida (VE),,,gleam_basin,,W-SA,,VE,VEN,,,,,1706
G-MRE,Masai Mara,,,gleam_basin,,W-AF,,KE,KEN,,,,,1728
G-MRO,Masterton,,,gleam_basin,,W-OC,,NZ,NZL,,,,20000.0,3050
G-MRQ,Marinduque,,,gleam_basin,,W-AS,,PH,PHL,,,,,590
G-MRS,Marseille,,,gleam_basin,,W-EU,,FR,FRA,,,,1400000.0,1503
G-MRU,Mauritius,,,gleam_basin,,W-AF,,MU,MUS,,,,,1196
G-MRV,Mineralnye Vody,,,gleam_basin,,W-EU,,RU,RUS,,,,76000.0,1805
G-MRX,Bandar Mahshahr,,,gleam_basin,,W-AS,,IR,IRN,,,,,2929
G-MRY,Monterey,,,gleam_basin,,W-NA,,US,USA,,,,29000.0,2075
G-MRZ,Moree,,,gleam_basin,,W-OC,,AU,AUS,,,,8000.0,1617
G-MSA,Muskrat Dam,,,gleam_basin,,W-NA,,CA,CAN,,,,,2778
G-MSE,Manston,,,gleam_basin,,W-EU,,GB,GBR,,,,,792
G-MSJ,Misawa,,,gleam_basin,,W-AS,,JP,JPN,,,,43000.0,3160
G-MSL,Muscle Shoals,,,gleam_basin,,W-NA,,US,USA,,,,14000.0,2491
G-MSN,Madison,,,gleam_basin,,W-NA,,US,USA,,,,440000.0,2530
G-MSO,Missoula,,,gleam_basin,,W-NA,,US,USA,,,,90000.0,2529
G-MSP,Minneapolis,,,gleam_basin,,W-NA,,US,USA,,,,2927000.0,2528
G-MSQ,Minsk,,,gleam_basin,,W-EU,,BY,BLR,,,,1805000.0,905
G-MSR,Mus,,,gleam_basin,,W-AS,,TR,TUR,,,,83000.0,1781
G-MSS,Massena,,,gleam_basin,,W-NA,,US,USA,,,,11000.0,2527
G-MST,Maastricht,,,gleam_basin,,W-EU,,NL,NLD,,,,122000.0,838
G-MSU,Maseru,,,gleam_basin,,W-AF,,LS,LSO,,,,361000.0,829
G-MSW,Massawa,,,gleam_basin,,W-AF,,ER,ERI,,,,143000.0,2849
G-MSY,New Orleans,,,gleam_basin,,W-NA,,US,USA,,,,1028999.0,2524
G-MSZ,Namibe,,,gleam_basin,,W-AF,,AO,AGO,,,,133000.0,13
G-MTJ,Montrose,,,gleam_basin,,W-NA,,US,USA,,,,23000.0,2502
G-MTR,Monteria,,,gleam_basin,,W-SA,,CO,COL,,,,275000.0,1405
G-MTS,Manzini,,,gleam_basin,,W-AF,,SZ,SWZ,,,,111000.0,2580
G-MTT,Minatitlan,,,gleam_basin,,W-NA,,MX,MEX,,,,202000.0,1033
G-MTY,Monterrey,,,gleam_basin,,W-NA,,MX,MEX,,,,3712000.0,1032
G-MUA,Munda,,,gleam_basin,,W-OC,,SB,SLB,,,,,3035
G-MUB,Maun,,,gleam_basin,,W-AF,,BW,BWA,,,,50000.0,217
G-MUC,Munich,,,gleam_basin,,W-EU,,DE,DEU,,,,1275000.0,748
G-MUH,Mersa Matruh,,,gleam_basin,,W-AF,,EG,EGY,,,,62000.0,48
G-MUN,Maturin,,,gleam_basin,,W-SA,,VE,VEN,,,,411000.0,1719
G-MUW,Mascara,,,gleam_basin,,W-AF,,DZ,DZA,,,,108000.0,44
G-MUX,Multan,,,gleam_basin,,W-AS,,PK,PAK,,,,1522000.0,131
G-MVD,Montevideo,,,gleam_basin,,W-SA,,UY,URY,,,,1513000.0,519
G-MVP,Mitu,,,gleam_basin,,W-SA,,CO,COL,,,,6000.0,1393
G-MVR,Maroua,,,gleam_basin,,W-AF,,CM,CMR,,,,320000.0,809
G-MVT,Mataiva,,,gleam_basin,,W-OC,,PF,PYF,,,,,707
G-MWA,Marion,,,gleam_basin,,W-NA,,US,USA,,,,45000.0,2140
G-MWX,Muan,,,gleam_basin,,W-AS,,KR,KOR,,,,76000.0,2799
G-MWZ,Mwanza,,,gleam_basin,,W-AF,,TZ,TZA,,,,494000.0,211
G-MXH,Moro,,,gleam_basin,,W-OC,,PG,PNG,,,,77000.0,2991
G-MXL,Mexicali,,,gleam_basin,,W-NA,,MX,MEX,,,,885000.0,1027
G-MXP,Milan,,,gleam_basin,,W-EU,,IT,ITA,,,,2945000.0,3093
G-MXV,Moron,,,gleam_basin,,W-AS,,MN,MNG,,,,66000.0,852
G-MXX,Mora,,,gleam_basin,,W-EU,,SE,SWE,,,,55000.0,2564
G-MXZ,Meixian,,,gleam_basin,,W-AS,,CN,CHN,,,,,447
G-MYA,Moruya,,,gleam_basin,,W-OC,,AU,AUS,,,,,1644
G-MYD,Malindi,,,gleam_basin,,W-AF,,KE,KEN,,,,94000.0,1730
G-MYE,Miyakejima,,,gleam_basin,,W-AS,,JP,JPN,,,,,3138
G-MYG,Mayaguana,,,gleam_basin,,W-NA,,BS,BHS,,,,,3225
G-MYJ,Matsuyama,,,gleam_basin,,W-AS,,JP,JPN,,,,534000.0,3137
G-MYQ,Mysore,,,gleam_basin,,W-AS,,IN,IND,,,,887000.0,1097
G-MYR,Myrtle Beach,,,gleam_basin,,W-NA,,US,USA,,,,260000.0,2120
G-MYT,Myitkyina,,,gleam_basin,,W-AS,,MM,MMR,,,,139000.0,883
G-MYU,Mekoryuk,,,gleam_basin,,W-NA,,US,USA,,,,,2361
G-MYW,Mtwara,,,gleam_basin,,W-AF,,TZ,TZA,,,,97000.0,210
G-MYY,Miri,,,gleam_basin,,W-AS,,MY,MYS,,,,228000.0,192
G-MZB,Mocimboa Da Praia,,,gleam_basin,,W-AF,,MZ,MOZ,,,,,971
G-MZG,Magong,,,gleam_basin,,W-AS,,TW,TWN,,,,56000.0,2827
G-MZH,Amasya,,,gleam_basin,,W-AS,,TR,TUR,,,,83000.0,1773
G-MZJ,Marana,,,gleam_basin,,W-NA,,US,USA,,,,45000.0,2339
G-MZO,Manzanillo (CU),,,gleam_basin,,W-NA,,CU,CUB,,,,,3247
G-MZR,Mazar-e Sharif,,,gleam_basin,,W-AS,,AF,AFG,,,,458000.0,891
G-MZT,Mazatlan,,,gleam_basin,,W-NA,,MX,MEX,,,,368000.0,1017
G-MZV,Mulu,,,gleam_basin,,W-AS,,MY,MYS,,,,,184
G-MZW,Mecheria,,,gleam_basin,,W-AF,,DZ,DZA,,,,,37
G-NAA,Narrabri,,,gleam_basin,,W-OC,,AU,AUS,,,,7000.0,1620
G-NAC,Naracoorte,,,gleam_basin,,W-OC,,AU,AUS,,,,,1585
G-NAG,Nagpur,,,gleam_basin,,W-AS,,IN,IND,,,,2454000.0,1079
G-NAH,Tahuna,,,gleam_basin,,W-AS,,ID,IDN,,,,,1264
G-NAJ,Nakchivan,,,gleam_basin,,W-AS,,AZ,AZE,,,,,2575
G-NAL,Nalchik,,,gleam_basin,,W-EU,,RU,RUS,,,,,1845
G-NAN,Nadi,,,gleam_basin,,W-OC,,FJ,FJI,,,,42000.0,1184
G-NAO,Nanchong,,,gleam_basin,,W-AS,,CN,CHN,,,,7150000.0,418
G-NAP,Naples,,,gleam_basin,,W-EU,,IT,ITA,,,,2250000.0,3071
G-NAQ,Qaanaaq,,,gleam_basin,,W-NA,,GL,GRL,,,,1000.0,950
G-NAS,Nassau,,,gleam_basin,,W-NA,,BS,BHS,,,,228000.0,3224
G-NAT,Natal,,,gleam_basin,,W-SA,,BR,BRA,,,,1088000.0,2002
G-NAU,Napuka,,,gleam_basin,,W-OC,,PF,PYF,,,,,697
G-NAV,Nevsehir,,,gleam_basin,,W-AS,,TR,TUR,,,,76000.0,1762
G-NAW,Narathiwat,,,gleam_basin,,W-AS,,TH,THA,,,,68000.0,532
G-NBC,Nizhnekamsk,,,gleam_basin,,W-EU,,RU,RUS,,,,234000.0,1818
G-NBE,Enfidha,,,gleam_basin,,W-AF,,TN,TUN,,,,,1792
G-NBO,Nairobi,,,gleam_basin,,W-AF,,KE,KEN,,,,3010000.0,1738
G-NBS,Baishan,,,gleam_basin,,W-AS,,CN,CHN,,,,330000.0,339
G-NBX,Nabire,,,gleam_basin,,W-AS,,ID,IDN,,,,44000.0,1255
G-NCE,Nice,,,gleam_basin,,W-EU,,FR,FRA,,,,927000.0,1534
G-NCJ,Sunchales,,,gleam_basin,,W-SA,,AR,ARG,,,,13000.0,3186
G-NCL,Newcastle (UK),,,gleam_basin,,W-EU,,GB,GBR,,,,,770
G-NCU,Nukus,,,gleam_basin,,W-AS,,UZ,UZB,,,,230000.0,2838
G-NDB,Nouadhibou,,,gleam_basin,,W-AF,,MR,MRT,,,,87000.0,282
G-NDC,Nanded,,,gleam_basin,,W-AS,,IN,IND,,,,624000.0,1075
G-NDG,Qiqihar,,,gleam_basin,,W-AS,,CN,CHN,,,,1641000.0,488
G-NDJ,N'djamena,,,gleam_basin,,W-AF,,TD,TCD,,,,989000.0,840
G-NDR,Nador,,,gleam_basin,,W-AF,,MA,MAR,,,,129000.0,821
G-NDU,Rundu,,,gleam_basin,,W-AF,,NA,NAM,,,,58000.0,78
G-NER,Neryungri,,,gleam_basin,,W-EU,,RU,RUS,,,,66000.0,1828
G-NGB,Ningbo,,,gleam_basin,,W-AS,,CN,CHN,,,,1923000.0,407
G-NGE,Ngaoundere,,,gleam_basin,,W-AF,,CM,CMR,,,,231000.0,808
G-NGK,Nogliki,,,gleam_basin,,W-EU,,RU,RUS,,,,10000.0,1801
G-NGO,Nagoya,,,gleam_basin,,W-AS,,JP,JPN,,,,3230000.0,3141
G-NGQ,Shiquande,,,gleam_basin,,W-AS,,CN,CHN,,,,,409
G-NGS,Nagasaki,,,gleam_basin,,W-AS,,JP,JPN,,,,435000.0,3129
G-NHV,Nuku Hiva,,,gleam_basin,,W-OC,,PF,PYF,,,,,708
G-NIB,Nikolai,,,gleam_basin,,W-NA,,US,USA,,,,,2200
G-NIM,Niamey,,,gleam_basin,,W-AF,,NE,NER,,,,915000.0,70
G-NIU,Niau,,,gleam_basin,,W-OC,,PF,PYF,,,,,711
G-NJC,Nizhnevartovsk,,,gleam_basin,,W-EU,,RU,RUS,,,,245000.0,1925
G-NJF,Al Najaf,,,gleam_basin,,W-AS,,IQ,IRQ,,,,,2917
G-NKC,Nouakchott,,,gleam_basin,,W-AF,,MR,MRT,,,,742000.0,283
G-NKG,Nanjing,,,gleam_basin,,W-AS,,CN,CHN,,,,3679000.0,445
G-NKT,Sirnak,,,gleam_basin,,W-AS,,TR,TUR,,,,53000.0,1765
G-NLA,Ndola,,,gleam_basin,,W-AF,,ZM,ZMB,,,,396000.0,1545
G-NLD,Nuevo Laredo,,,gleam_basin,,W-NA,,MX,MEX,,,,350000.0,1009
G-NLK,Norfolk Island,,,gleam_basin,,W-OC,,NF,NFK,,,,,865
G-NLT,Xinyuan,,,gleam_basin,,W-AS,,CN,CHN,,,,300000.0,320
G-NLV,Mykolaiv,,,gleam_basin,,W-EU,,UA,UKR,,,,,2781
G-NMA,Namangan,,,gleam_basin,,W-AS,,UZ,UZB,,,,750000.0,2837
G-NNB,Santa Ana Island,,,gleam_basin,,W-OC,,SB,SLB,,,,,3031
G-NNG,Nanning,,,gleam_basin,,W-AS,,CN,CHN,,,,2167000.0,470
G-NNM,Naryan-Mar,,,gleam_basin,,W-EU,,RU,RUS,,,,,1863
