Code,Name,OfficialName,OtherNames,Level,M49Code,ContinentCode,SubregionCode,CountryCode,CountryCodeISOa3,SubdivisionCode,Lat,Lon,Population,GleamID
G-ETH,Eilat,,,gleam_basin,,W-AS,,IL,ISR,,,,46000.0,1207
G-ETR,Santa Rosa (EC),,,gleam_basin,,W-SA,,EC,ECU,,,,,1459
G-ETZ,Metz,,,gleam_basin,,W-EU,,FR,FRA,,,,409000.0,1496
G-EUG,Eugene,,,gleam_basin,,W-NA,,US,USA,,,,268000.0,2096
G-EUN,Laayoune,,,gleam_basin,,W-AF,,MA,MAR,,,,196000.0,812
G-EUX,St Eustatius,,,gleam_basin,,W-NA,,BQ,BES,,,,,795
G-EVE,Harstad,,,gleam_basin,,W-EU,,NO,NOR,,,,19000.0,1170
G-EVG,Sveg,,,gleam_basin,,W-EU,,SE,SWE,,,,,2541
G-EVN,Yerevan,,,gleam_basin,,W-AS,,AM,ARM,,,,1102000.0,3233
G-EVV,Evansville,,,gleam_basin,,W-NA,,US,USA,,,,232000.0,2356
G-EWN,New Bern,,,gleam_basin,,W-NA,,US,USA,,,,51000.0,2516
G-EXT,Exeter,,,gleam_basin,,W-EU,,GB,GBR,,,,113000.0,766
G-EYK,Beloyarsky,,,gleam_basin,,W-EU,,RU,RUS,,,,,1919
G-EYP,El Yopal,,,gleam_basin,,W-SA,,CO,COL,,,,,1397
G-EYW,Key West,,,gleam_basin,,W-NA,,US,USA,,,,33000.0,2431
G-EZE,Buenos Aires,,,gleam_basin,,W-SA,,AR,ARG,,,,12795000.0,3205
G-EZS,Elazig,,,gleam_basin,,W-AS,,TR,TUR,,,,271000.0,1775
G-EZV,Berezovo,,,gleam_basin,,W-EU,,RU,RUS,,,,,1894
G-FAC,Faaite,,,gleam_basin,,W-OC,,PF,PYF,,,,,700
G-FAE,Faroe Islands,,,gleam_basin,,W-EU,,FO,FRO,,,,,1558
G-FAH,Farah,,,gleam_basin,,W-AS,,AF,AFG,,,,74000.0,894
G-FAI,Fairbanks,,,gleam_basin,,W-NA,,US,USA,,,,65000.0,2357
G-FAO,Faro,,,gleam_basin,,W-EU,,PT,PRT,,,,41000.0,1435
G-FAR,Fargo,,,gleam_basin,,W-NA,,US,USA,,,,205000.0,2353
G-FAT,Fresno,,,gleam_basin,,W-NA,,US,USA,,,,698000.0,2355
G-FAV,Fakarava,,,gleam_basin,,W-OC,,PF,PYF,,,,,699
G-FAY,Fayetteville (US-NC),,,gleam_basin,,W-NA,,US,USA,,,,,2352
G-FBA,Fonte Boa,,,gleam_basin,,W-SA,,BR,BRA,,,,16000.0,1987
G-FBD,Faizabad,,,gleam_basin,,W-AS,,AF,AFG,,,,65000.0,890
G-FBE,Francisco Beltrao,,,gleam_basin,,W-SA,,BR,BRA,,,,58000.0,1988
G-FBM,Lubumbashi,,,gleam_basin,,W-AF,,CD,COD,,,,1352000.0,1338
G-FCA,Kalispell,,,gleam_basin,,W-NA,,US,USA,,,,37000.0,2290
G-FCO,Rome,,,gleam_basin,,W-EU,,IT,ITA,,,,3339000.0,3099
G-FDF,Fort de France,,,gleam_basin,,W-NA,,MQ,MTQ,,,,254000.0,859
G-FDH,Friedrichshafen,,,gleam_basin,,W-EU,,DE,DEU,,,,58000.0,751
G-FEG,Fergana,,,gleam_basin,,W-AS,,UZ,UZB,,,,164000.0,2846
G-FEN,Fernando de Noronha,,,gleam_basin,,W-SA,,BR,BRA,,,,,2046
G-FEZ,Fes,,,gleam_basin,,W-AF,,MA,MAR,,,,1002000.0,826
G-FGU,Fangatau,,,gleam_basin,,W-OC,,PF,PYF,,,,,709
G-FHZ,Fakahina,,,gleam_basin,,W-OC,,PF,PYF,,,,,679
G-FIH,Kinshasa,,,gleam_basin,,W-AF,,CD,COD,,,,7843000.0,1331
G-FJR,Fujairah,,,gleam_basin,,W-AS,,AE,ARE,,,,,3176
G-FKB,Karlsruhe,,,gleam_basin,,W-EU,,DE,DEU,,,,377000.0,725
G-FKI,Kisangani,,,gleam_basin,,W-AF,,CD,COD,,,,578000.0,1328
G-FKL,Franklin,,,gleam_basin,,W-NA,,US,USA,,,,78000.0,2101
G-FKQ,Fak Fak,,,gleam_basin,,W-AS,,ID,IDN,,,,,1242
G-FKS,Fukushima,,,gleam_basin,,W-AS,,JP,JPN,,,,294000.0,3140
G-FLA,Florencia,,,gleam_basin,,W-SA,,CO,COL,,,,130000.0,1378
G-FLG,Flagstaff,,,gleam_basin,,W-NA,,US,USA,,,,79000.0,2252
G-FLN,Florianopolis,,,gleam_basin,,W-SA,,BR,BRA,,,,1022999.0,1984
G-FLO,Florence (US),,,gleam_basin,,W-NA,,US,USA,,,,,2251
G-FLR,Florence (IT),,,gleam_basin,,W-EU,,IT,ITA,,,,,3081
G-FLS,Flinders Island,,,gleam_basin,,W-OC,,AU,AUS,,,,,1654
G-FLW,Flores Island,,,gleam_basin,,W-EU,,PT,PRT,,,,,1433
G-FMA,Formosa,,,gleam_basin,,W-SA,,AR,ARG,,,,221000.0,3198
G-FMI,Kalemie,,,gleam_basin,,W-AF,,CD,COD,,,,206000.0,1341
G-FMM,Memmingen,,,gleam_basin,,W-EU,,DE,DEU,,,,41000.0,739
G-FMN,Farmington,,,gleam_basin,,W-NA,,US,USA,,,,53000.0,2291
G-FMO,Muenster,,,gleam_basin,,W-EU,,DE,DEU,,,,270000.0,738
G-FNA,Freetown,,,gleam_basin,,W-AF,,SL,SLE,,,,827000.0,490
G-FNC,Funchal,,,gleam_basin,,W-EU,,PT,PRT,,,,205000.0,1431
G-FNJ,Pyongyang,,,gleam_basin,,W-AS,,KP,PRK,,,,3300000.0,200
G-FNT,Flint,,,gleam_basin,,W-NA,,US,USA,,,,335000.0,2192
G-FOC,Fuzhou,,,gleam_basin,,W-AS,,CN,CHN,,,,2606000.0,376
G-FOD,Fort Dodge,,,gleam_basin,,W-NA,,US,USA,,,,24000.0,2225
G-FOG,Foggia,,,gleam_basin,,W-EU,,IT,ITA,,,,155000.0,3079
G-FON,Fortuna,,,gleam_basin,,W-NA,,CR,CRI,,,,13000.0,800
G-FOR,Fortaleza,,,gleam_basin,,W-SA,,BR,BRA,,,,3602000.0,1980
G-FPO,Freeport,,,gleam_basin,,W-NA,,BS,BHS,,,,44000.0,3220
G-FRA,Frankfurt,,,gleam_basin,,W-EU,,DE,DEU,,,,2895000.0,733
G-FRE,Fera Island,,,gleam_basin,,W-OC,,SB,SLB,,,,,3026
G-FRO,Floro,,,gleam_basin,,W-EU,,NO,NOR,,,,,1168
G-FRS,Flores,,,gleam_basin,,W-NA,,GT,GTM,,,,38000.0,1559
G-FRU,Bishkek,,,gleam_basin,,W-AS,,KG,KGZ,,,,837000.0,3161
G-FRW,Francistown,,,gleam_basin,,W-AF,,BW,BWA,,,,90000.0,220
G-FSC,Figari,,,gleam_basin,,W-EU,,FR,FRA,,,,,1508
G-FSD,Sioux Falls,,,gleam_basin,,W-NA,,US,USA,,,,180000.0,2245
G-FSM,Fort Smith (US),,,gleam_basin,,W-NA,,US,USA,,,,,2230
G-FSP,St Pierre,,,gleam_basin,,W-NA,,PM,SPM,,,,,1487
G-FSZ,Shizuoka,,,gleam_basin,,W-AS,,JP,JPN,,,,702000.0,3121
G-FTA,Futuna Island,,,gleam_basin,,W-OC,,VU,VUT,,,,,1319
G-FTE,El Calafate,,,gleam_basin,,W-SA,,AR,ARG,,,,8000.0,3209
G-FTU,Tolanaro,,,gleam_basin,,W-AF,,MG,MDG,,,,17000.0,1456
G-FUE,Fuerteventura,,,gleam_basin,,W-EU,,ES,ESP,,,,,2906
G-FUG,Fuyang,,,gleam_basin,,W-AS,,CN,CHN,,,,771000.0,454
G-FUJ,Fukue,,,gleam_basin,,W-AS,,JP,JPN,,,,,3146
G-FUK,Fukuoka,,,gleam_basin,,W-AS,,JP,JPN,,,,2792000.0,3147
G-FUN,Funafuti,,,gleam_basin,,W-OC,,TV,TUV,,,,5000.0,1787
G-FUT,Futuna,,,gleam_basin,,W-OC,,WF,WLF,,,,,1556
G-FVM,Fuvahmulak Island,,,gleam_basin,,W-AS,,MV,MDV,,,,,1481
G-FWA,Fort Wayne,,,gleam_basin,,W-NA,,US,USA,,,,329000.0,2111
G-FXO,Cuamba,,,gleam_basin,,W-AF,,MZ,MOZ,,,,73000.0,962
G-FYU,Fort Yukon,,,gleam_basin,,W-NA,,US,USA,,,,,2281
G-GAE,Gabes,,,gleam_basin,,W-AF,,TN,TUN,,,,220000.0,1795
G-GAJ,Yamagata,,,gleam_basin,,W-AS,,JP,JPN,,,,272000.0,3157
G-GAL,Galena,,,gleam_basin,,W-NA,,US,USA,,,,,2499
G-GAM,Gambell,,,gleam_basin,,W-NA,,US,USA,,,,,2498
G-GAN,Gan Island,,,gleam_basin,,W-AS,,MV,MDV,,,,,1485
G-GAO,Guantanamo,,,gleam_basin,,W-NA,,CU,CUB,,,,273000.0,3252
G-GAU,Guwahati,,,gleam_basin,,W-AS,,IN,IND,,,,983000.0,1112
G-GAY,Gaya,,,gleam_basin,,W-AS,,IN,IND,,,,424000.0,1111
G-GBB,Gabala,,,gleam_basin,,W-AS,,AZ,AZE,,,,,2576
G-GBD,Great Bend,,,gleam_basin,,W-NA,,US,USA,,,,16000.0,2113
G-GBE,Gaborone,,,gleam_basin,,W-AF,,BW,BWA,,,,208000.0,219
G-GBT,Gorgan,,,gleam_basin,,W-AS,,IR,IRN,,,,281000.0,2932
G-GCC,Gillette,,,gleam_basin,,W-NA,,US,USA,,,,34000.0,2280
G-GCI,Guernsey,,,gleam_basin,,W-EU,,GG,GGY,,,,,1442
G-GCK,Garden City,,,gleam_basin,,W-NA,,US,USA,,,,30000.0,2312
G-GCM,Grand Cayman Island,,,gleam_basin,,W-NA,,KY,CYM,,,,,2863
G-GCN,Grand Canyon,,,gleam_basin,,W-NA,,US,USA,,,,,2086
G-GCW,Grand Canyon West,,,gleam_basin,,W-NA,,US,USA,,,,,2287
G-GDE,Gode,,,gleam_basin,,W-AF,,ET,ETH,,,,75000.0,239
G-GDL,Guadalajara,,,gleam_basin,,W-NA,,MX,MEX,,,,4198000.0,1023
G-GDN,Gdansk,,,gleam_basin,,W-EU,,PL,POL,,,,740000.0,2857
G-GDQ,Gonder,,,gleam_basin,,W-AF,,ET,ETH,,,,156000.0,238
G-GDT,Grand Turk,,,gleam_basin,,W-NA,,TC,TCA,,,,6000.0,674
G-GDV,Glendive,,,gleam_basin,,W-NA,,US,USA,,,,7000.0,2376
G-GDX,Magadan,,,gleam_basin,,W-EU,,RU,RUS,,,,95000.0,1891
G-GDZ,Gelendzhik,,,gleam_basin,,W-EU,,RU,RUS,,,,56000.0,1892
G-GEG,Spokane,,,gleam_basin,,W-NA,,US,USA,,,,403000.0,2343
G-GEL,Santo Angelo,,,gleam_basin,,W-SA,,BR,BRA,,,,65000.0,2003
G-GEO,Georgetown,,,gleam_basin,,W-SA,,GY,GUY,,,,264000.0,797
G-GER,Nueva Gerona,,,gleam_basin,,W-NA,,CU,CUB,,,,26000.0,3248
G-GES,General Santos,,,gleam_basin,,W-AS,,PH,PHL,,,,951000.0,610
G-GET,Geraldton (AU),,,gleam_basin,,W-OC,,AU,AUS,,,,,1641
G-GEV,Gallivare,,,gleam_basin,,W-EU,,SE,SWE,,,,,2559
G-GFF,Griffith,,,gleam_basin,,W-OC,,AU,AUS,,,,16000.0,1673
G-GFK,Grand Forks,,,gleam_basin,,W-NA,,US,USA,,,,66000.0,2467
G-GFN,Grafton,,,gleam_basin,,W-OC,,AU,AUS,,,,19000.0,1670
G-GGG,Longview,,,gleam_basin,,W-NA,,US,USA,,,,100000.0,2405
G-GGT,George Town,,,gleam_basin,,W-NA,,BS,BHS,,,,2000.0,3228
G-GGW,Glasgow (US),,,gleam_basin,,W-NA,,US,USA,,,,,2404
G-GHA,Ghardaia,,,gleam_basin,,W-AF,,DZ,DZA,,,,125000.0,33
G-GHT,Ghat,,,gleam_basin,,W-AF,,LY,LBY,,,,24000.0,161
G-GIB,Gibraltar,,,gleam_basin,,W-EU,,GI,GIB,,,,,493
G-GIG,Rio de Janeiro,,,gleam_basin,,W-SA,,BR,BRA,,,,11748000.0,1990
G-GIL,Gilgit,,,gleam_basin,,W-AS,,PK,PAK,,,,217000.0,106
G-GIS,Gisborne,,,gleam_basin,,W-OC,,NZ,NZL,,,,34000.0,3051
G-GIZ,Jazan,,,gleam_basin,,W-AS,,SA,SAU,,,,105000.0,258
G-GJA,Guanaja,,,gleam_basin,,W-NA,,HN,HND,,,,,1194
G-GJL,Jijel,,,gleam_basin,,W-AF,,DZ,DZA,,,,148000.0,41
G-GJT,Grand Junction,,,gleam_basin,,W-NA,,US,USA,,,,137000.0,2365
G-GKA,Goroka,,,gleam_basin,,W-OC,,PG,PNG,,,,40000.0,2999
G-GKK,Kooddoo Island,,,gleam_basin,,W-AS,,MV,MDV,,,,,1482
G-GLA,Glasgow (UK),,,gleam_basin,,W-EU,,GB,GBR,,,,,782
G-GLH,Greenville (US-MS),,,gleam_basin,,W-NA,,US,USA,,,,,2176
G-GLK,Galcaio,,,gleam_basin,,W-AF,,SO,SOM,,,,,2832
G-GLN,Guelmime,,,gleam_basin,,W-AF,,MA,MAR,,,,,822
G-GLO,Gloucester,,,gleam_basin,,W-EU,,GB,GBR,,,,64000.0,783
G-GLT,Gladstone,,,gleam_basin,,W-OC,,AU,AUS,,,,30000.0,1645
G-GMA,Gemena,,,gleam_basin,,W-AF,,CD,COD,,,,198000.0,1330
G-GMB,Gambela,,,gleam_basin,,W-AF,,ET,ETH,,,,42000.0,227
G-GME,Gomel,,,gleam_basin,,W-EU,,BY,BLR,,,,481000.0,902
G-GMO,Gombe,,,gleam_basin,,W-AF,,NG,NGA,,,,270000.0,1411
G-GMR,Totegegie,,,gleam_basin,,W-OC,,PF,PYF,,,,,682
G-GMZ,San Sebastian La Gomera,,,gleam_basin,,W-EU,,ES,ESP,,,,,2885
G-GNA,Grodno,,,gleam_basin,,W-EU,,BY,BLR,,,,350000.0,903
G-GND,Grenada,,,gleam_basin,,W-NA,,GD,GRD,,,,,907
G-GNS,Gunung Sitoli,,,gleam_basin,,W-AS,,ID,IDN,,,,,1263
G-GNU,Goodnews Bay,,,gleam_basin,,W-NA,,US,USA,,,,,2237
G-GNV,Gainesville,,,gleam_basin,,W-NA,,US,USA,,,,200000.0,2236
G-GNY,Sanliurfa,,,gleam_basin,,W-AS,,TR,TUR,,,,450000.0,1766
G-GOA,Genoa,,,gleam_basin,,W-EU,,IT,ITA,,,,647000.0,3077
G-GOH,Nuuk,,,gleam_basin,,W-NA,,GL,GRL,,,,15000.0,941
G-GOI,Goa,,,gleam_basin,,W-AS,,IN,IND,,,,21000.0,1071
G-GOJ,Nizhny Novgorod,,,gleam_basin,,W-EU,,RU,RUS,,,,1266000.0,1836
G-GOM,Goma,,,gleam_basin,,W-AF,,CD,COD,,,,144000.0,1542
G-GOP,Gorakhpur,,,gleam_basin,,W-AS,,IN,IND,,,,674000.0,1073
G-GOQ,Golmud,,,gleam_basin,,W-AS,,CN,CHN,,,,107000.0,369
G-GOT,Goteborg,,,gleam_basin,,W-EU,,SE,SWE,,,,538000.0,2572
G-GOU,Garoua,,,gleam_basin,,W-AF,,CM,CMR,,,,437000.0,806
G-GOV,Nhulunbuy,,,gleam_basin,,W-OC,,AU,AUS,,,,,1607
G-GPA,Patrai,,,gleam_basin,,W-EU,,GR,GRC,,,,167000.0,933
G-GPI,Guapi,,,gleam_basin,,W-SA,,CO,COL,,,,14000.0,1401
G-GPS,Baltra Island,,,gleam_basin,,W-SA,,EC,ECU,,,,,1472
G-GPT,Gulfport,,,gleam_basin,,W-NA,,US,USA,,,,221000.0,2475
G-GPZ,Grand Rapids (US-MN),,,gleam_basin,,W-NA,,US,USA,,,,,2474
G-GRB,Green Bay,,,gleam_basin,,W-NA,,US,USA,,,,209000.0,2206
G-GRI,Grand Island,,,gleam_basin,,W-NA,,US,USA,,,,53000.0,2063
G-GRJ,George,,,gleam_basin,,W-AF,,ZA,ZAF,,,,175000.0,625
G-GRK,Killeen,,,gleam_basin,,W-NA,,US,USA,,,,247000.0,2062
G-GRO,Girona,,,gleam_basin,,W-EU,,ES,ESP,,,,96000.0,2877
G-GRQ,Groningen,,,gleam_basin,,W-EU,,NL,NLD,,,,217000.0,835
G-GRR,Grand Rapids (US-MI),,,gleam_basin,,W-NA,,US,USA,,,,,2061
G-GRU,Sao Paulo,,,gleam_basin,,W-SA,,BR,BRA,,,,18845000.0,2042
G-GRV,Grozny,,,gleam_basin,,W-EU,,RU,RUS,,,,,1797
G-GRX,Granada,,,gleam_basin,,W-EU,,ES,ESP,,,,388000.0,2876
G-GRY,Grimsey,,,gleam_basin,,W-EU,,IS,ISL,,,,3300.0,1347
G-GRZ,Graz,,,gleam_basin,,W-EU,,AT,AUT,,,,263000.0,1694
G-GSM,Gheshm Island,,,gleam_basin,,W-AS,,IR,IRN,,,,,2968
G-GSN,Mount Gunson,,,gleam_basin,,W-OC,,AU,AUS,,,,,1681
G-GSO,Greensboro,,,gleam_basin,,W-NA,,US,USA,,,,336000.0,2508
G-GSP,Greenville (US-SC),,,gleam_basin,,W-NA,,US,USA,,,,,2506
G-GST,Gustavus,,,gleam_basin,,W-NA,,US,USA,,,,,2507
G-GTE,Groote Eylandt,,,gleam_basin,,W-OC,,AU,AUS,,,,,1637
G-GTF,Great Falls,,,gleam_basin,,W-NA,,US,USA,,,,66000.0,2321
G-GTO,Gorontalo,,,gleam_basin,,W-AS,,ID,IDN,,,,365000.0,1277
G-GTR,Golden Triangle,,,gleam_basin,,W-NA,,US,USA,,,,,2322
G-GTS,The Granites,,,gleam_basin,,W-OC,,AU,AUS,,,,,1638
G-GUA,Guatemala City,,,gleam_basin,,W-NA,,GT,GTM,,,,1024000.0,1560
G-GUC,Gunnison,,,gleam_basin,,W-NA,,US,USA,,,,7000.0,2279
G-GUM,Guam,,,gleam_basin,,W-OC,,GU,GUM,,,,,753
G-GUR,Alotau,,,gleam_basin,,W-OC,,PG,PNG,,,,12000.0,2989
G-GUW,Atyrau,,,gleam_basin,,W-AS,,KZ,KAZ,,,,183000.0,663
G-GVA,Geneva,,,gleam_basin,,W-EU,,CH,CHE,,,,1240000.0,279
G-GVR,Governador Valadares,,,gleam_basin,,W-SA,,BR,BRA,,,,251000.0,2013
G-GWD,Gwadar,,,gleam_basin,,W-AS,,PK,PAK,,,,52000.0,127
G-GWL,Gwalior,,,gleam_basin,,W-AS,,IN,IND,,,,978000.0,1093
G-GWT,Westerland,,,gleam_basin,,W-EU,,DE,DEU,,,,,741
G-GXF,Sayun,,,gleam_basin,,W-AS,,YE,YEM,,,,,582
G-GXH,Xiahe,,,gleam_basin,,W-AS,,CN,CHN,,,,,384
G-GYA,Guayaramerin,,,gleam_basin,,W-SA,,BR,BRA,,,,36000.0,1975
G-GYD,Baku,,,gleam_basin,,W-AS,,AZ,AZE,,,,2122000.0,2574
G-GYE,Guayaquil,,,gleam_basin,,W-SA,,EC,ECU,,,,2514000.0,1465
G-GYL,Argyle,,,gleam_basin,,W-OC,,AU,AUS,,,,,1606
G-GYN,Goiania,,,gleam_basin,,W-SA,,BR,BRA,,,,2021999.0,1976
G-GYS,Guangyuan,,,gleam_basin,,W-AS,,CN,CHN,,,,437000.0,367
G-GYU,Guyuan,,,gleam_basin,,W-AS,,CN,CHN,,,,,366
G-GZO,Gizo,,,gleam_basin,,W-OC,,SB,SLB,,,,6000.0,3030
G-GZP,Gazipasa,,,gleam_basin,,W-AS,,TR,TUR,,,,18000.0,1772
G-GZT,Gaziantep,,,gleam_basin,,W-AS,,TR,TUR,,,,1044000.0,1771
G-HAA,Hasvik,,,gleam_basin,,W-EU,,NO,NOR,,,,,1141
G-HAC,Hachijojima,,,gleam_basin,,W-AS,,JP,JPN,,,,,3119
G-HAH,Moroni,,,gleam_basin,,W-AF,,KM,COM,,,,129000.0,1360
G-HAJ,Hannover,,,gleam_basin,,W-EU,,DE,DEU,,,,722000.0,730
G-HAK,Haikou,,,gleam_basin,,W-AS,,CN,CHN,,,,2045999.0,475
G-HAM,Hamburg,,,gleam_basin,,W-EU,,DE,DEU,,,,1757000.0,735
G-HAN,Hanoi,,,gleam_basin,,W-AS,,VN,VNM,,,,4378000.0,1125
G-HAQ,Hanimaadhoo Island,,,gleam_basin,,W-AS,,MV,MDV,,,,,1480
G-HAS,Hail,,,gleam_basin,,W-AS,,SA,SAU,,,,,253
G-HAU,Haugesund,,,gleam_basin,,W-EU,,NO,NOR,,,,40000.0,1143
G-HAV,Havana,,,gleam_basin,,W-NA,,CU,CUB,,,,2174000.0,3250
G-HBA,Hobart,,,gleam_basin,,W-OC,,AU,AUS,,,,81000.0,1618
G-HBE,Alexandria (EG),,,gleam_basin,,W-AF,,EG,EGY,,,,,56
G-HBX,Hubli,,,gleam_basin,,W-AS,,IN,IND,,,,890000.0,1080
G-HCR,Holy Cross,,,gleam_basin,,W-NA,,US,USA,,,,,2283
G-HDD,Hyderabad (PK),,,gleam_basin,,W-AS,,PK,PAK,,,,,123
G-HDF,Heringsdorf,,,gleam_basin,,W-EU,,DE,DEU,,,,,740
G-HDG,Handan,,,gleam_basin,,W-AS,,CN,CHN,,,,1631000.0,408
G-HDM,Hamadan,,,gleam_basin,,W-AS,,IR,IRN,,,,528000.0,2948
G-HDN,Hayden,,,gleam_basin,,W-NA,,US,USA,,,,15000.0,2308
G-HDS,Hoedspruit,,,gleam_basin,,W-AF,,ZA,ZAF,,,,,633
G-HDY,Hat Yai,,,gleam_basin,,W-AS,,TH,THA,,,,318000.0,536
G-HEA,Herat,,,gleam_basin,,W-AS,,AF,AFG,,,,481000.0,893
G-HEB,Henzada,,,gleam_basin,,W-AS,,MM,MMR,,,,,880
G-HEH,Heho,,,gleam_basin,,W-AS,,MM,MMR,,,,,881
G-HEK,Heihe,,,gleam_basin,,W-AS,,CN,CHN,,,,109000.0,433
G-HEL,Helsinki,,,gleam_basin,,W-EU,,FI,FIN,,,,1115000.0,512
G-HER,Irakleion,,,gleam_basin,,W-EU,,GR,GRC,,,,137000.0,928
G-HET,Hohhot,,,gleam_basin,,W-AS,,CN,CHN,,,,1726000.0,429
G-HFA,Haifa,,,gleam_basin,,W-AS,,IL,ISR,,,,1010999.0,1206
G-HFE,Hefei,,,gleam_basin,,W-AS,,CN,CHN,,,,2035000.0,438
G-HFS,Hagfors,,,gleam_basin,,W-EU,,SE,SWE,,,,,2566
G-HFT,Hammerfest,,,gleam_basin,,W-EU,,NO,NOR,,,,10000.0,1162
G-HGA,Hargeisa,,,gleam_basin,,W-AF,,SO,SOM,,,,,2833
G-HGD,Hughenden,,,gleam_basin,,W-OC,,AU,AUS,,,,0.0,1666
G-HGH,Hangzhou,,,gleam_basin,,W-AS,,CN,CHN,,,,3007000.0,457
G-HGN,Mae Hong Son,,,gleam_basin,,W-AS,,TH,THA,,,,9000.0,542
G-HGR,Hagerstown,,,gleam_basin,,W-NA,,US,USA,,,,186000.0,2443
G-HGU,Mount Hagen,,,gleam_basin,,W-OC,,PG,PNG,,,,59000.0,2995
G-HHN,Simmern,,,gleam_basin,,W-EU,,DE,DEU,,,,,743
G-HHQ,Hua Hin,,,gleam_basin,,W-AS,,TH,THA,,,,50000.0,540
G-HHZ,Hikueru,,,gleam_basin,,W-OC,,PF,PYF,,,,,702
G-HIA,Huai'an,,,gleam_basin,,W-AS,,CN,CHN,,,,555000.0,449
G-HIB,Hibbing,,,gleam_basin,,W-NA,,US,USA,,,,11000.0,2414
G-HID,Horn Island,,,gleam_basin,,W-OC,,AU,AUS,,,,,1659
G-HIJ,Hiroshima,,,gleam_basin,,W-AS,,JP,JPN,,,,2045000.0,3144
G-HIR,Honiara,,,gleam_basin,,W-OC,,SB,SLB,,,,76000.0,3033
G-HJJ,Huaihua,,,gleam_basin,,W-AS,,CN,CHN,,,,127000.0,463
G-HJR,Khajuraho,,,gleam_basin,,W-AS,,IN,IND,,,,,1109
G-HKB,Healy Lake,,,gleam_basin,,W-NA,,US,USA,,,,,2510
G-HKD,Hakodate,,,gleam_basin,,W-AS,,JP,JPN,,,,303000.0,3159
G-HKG,Hong Kong,,,gleam_basin,,W-AS,,CN,CHN,,,,7206000.0,473
G-HKK,Hokitika,,,gleam_basin,,W-OC,,NZ,NZL,,,,3000.0,3054
G-HKN,Hoskins,,,gleam_basin,,W-OC,,PG,PNG,,,,1000.0,3001
G-HKT,Phuket,,,gleam_basin,,W-AS,,TH,THA,,,,142000.0,549
G-HLD,Hailar,,,gleam_basin,,W-AS,,CN,CHN,,,,211000.0,314
G-HLH,Ulanhot,,,gleam_basin,,W-AS,,CN,CHN,,,,242000.0,313
G-HLN,Helena,,,gleam_basin,,W-NA,,US,USA,,,,50000.0,2064
G-HLT,Hamilton (AU),,,gleam_basin,,W-OC,,AU,AUS,,,,,1572
G-HLZ,Hamilton (NZ),,,gleam_basin,,W-OC,,NZ,NZL,,,,,3038
G-HMA,Khanty-Mansiysk,,,gleam_basin,,W-EU,,RU,RUS,,,,68000.0,1807
G-HMB,Sohag,,,gleam_basin,,W-AF,,EG,EGY,,,,209000.0,49
G-HME,Hassi Messaoud,,,gleam_basin,,W-AF,,DZ,DZA,,,,18000.0,15
G-HMI,Hami,,,gleam_basin,,W-AS,,CN,CHN,,,,137000.0,321
G-HMO,Hermosillo,,,gleam_basin,,W-NA,,MX,MEX,,,,596000.0,983
G-HMV,Hemavan,,,gleam_basin,,W-EU,,SE,SWE,,,,,2544
G-HNA,Hanamaki,,,gleam_basin,,W-AS,,JP,JPN,,,,73000.0,3105
G-HND,Tokyo,,,gleam_basin,,W-AS,,JP,JPN,,,,35676000.0,3106
G-HNL,Honolulu,,,gleam_basin,,W-NA,,US,USA,,,,834000.0,2511
G-HNS,Haines,,,gleam_basin,,W-NA,,US,USA,,,,,2267
G-HOB,Hobbs,,,gleam_basin,,W-NA,,US,USA,,,,41000.0,2162
G-HOD,Hodeidah,,,gleam_basin,,W-AS,,YE,YEM,,,,,580
G-HOE,Houeisay,,,gleam_basin,,W-AS,,LA,LAO,,,,,571
G-HOF,Hofuf,,,gleam_basin,,W-AS,,SA,SAU,,,,,249
G-HOG,Holguin,,,gleam_basin,,W-NA,,CU,CUB,,,,319000.0,3244
G-HOI,Hao,,,gleam_basin,,W-OC,,PF,PYF,,,,,684
G-HOM,Homer,,,gleam_basin,,W-NA,,US,USA,,,,6000.0,2340
G-HON,Huron,,,gleam_basin,,W-NA,,US,USA,,,,13000.0,2163
G-HOR,Horta,,,gleam_basin,,W-EU,,PT,PRT,,,,7000.0,1436
G-HOT,Hot Springs,,,gleam_basin,,W-NA,,US,USA,,,,58000.0,2164
G-HOX,Homalin,,,gleam_basin,,W-AS,,MM,MMR,,,,,872
G-HPH,Haiphong,,,gleam_basin,,W-AS,,VN,VNM,,,,1969000.0,1123
G-HRB,Harbin,,,gleam_basin,,W-AS,,CN,CHN,,,,3621000.0,358
G-HRE,Harare,,,gleam_basin,,W-AF,,ZW,ZWE,,,,1572000.0,960
G-HRG,Hurghada,,,gleam_basin,,W-AF,,EG,EGY,,,,96000.0,53
G-HRK,Kharkiv,,,gleam_basin,,W-EU,,UA,UKR,,,,1461000.0,2784
G-HRL,Harlingen,,,gleam_basin,,W-NA,,US,USA,,,,137000.0,2196
G-HSL,Huslia,,,gleam_basin,,W-NA,,US,USA,,,,,2221
G-HSN,Zhoushan,,,gleam_basin,,W-AS,,CN,CHN,,,,84000.0,370
G-HSV,Huntsville,,,gleam_basin,,W-NA,,US,USA,,,,310000.0,2222
G-HTA,Chita,,,gleam_basin,,W-EU,,RU,RUS,,,,308000.0,1852
G-HTI,Hamilton Island,,,gleam_basin,,W-OC,,AU,AUS,,,,,1633
