Code,Date,Symptomatic isolation - targeted,Symptomatic isolation - blanket,Asymptomatic isolation - targeted,Asymptomatic isolation - blanket,Domestic travel restriction,Nonessential business suspension,International travel restriction,Testing,Contact tracing,Mask wearing,Hand washing,Gatherings banned,Healthcare specialisation,Public education and incentives,Assisting people to stay home,Public cleaning,Miscellaneous hygiene measures,Public interaction and hygiene,School closure,Activity cancellation,Resumption,Diagnostic criteria loosened,Diagnostic criteria tightened,Testing criteria
CH,2020-03-22 00:00:00+00:00,,,,,,1.0,5.0,4000.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NO,2020-03-22 00:00:00+00:00,,,,,,0.5,6.0,43735.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ME,2020-03-22 00:00:00+00:00,,,,,,0.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IR,2020-03-22 00:00:00+00:00,,,,,,,,80000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
LI,2020-03-22 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU,2020-03-22 00:00:00+00:00,,,,,,,6.0,143519.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
MX,2020-03-22 00:00:00+00:00,,,1.0,,,,2.0,278.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
EG,2020-03-22 00:00:00+00:00,,,2.0,,2.0,,6.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
NP,2020-03-22 00:00:00+00:00,,,,1.0,,,6.0,,,,,25.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.1
IQ,2020-03-22 00:00:00+00:00,,,,1.0,,0.5,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZA,2020-03-22 00:00:00+00:00,,,,,,,,6438.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NA,2020-03-22 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MA,2020-03-22 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
UG,2020-03-22 00:00:00+00:00,,,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
AT,2020-03-23 00:00:00+00:00,,,,3.0,,0.5,5.0,15613.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
DE,2020-03-23 00:00:00+00:00,,,,2.0,,1.0,6.0,167000.0,,,,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
GB,2020-03-23 00:00:00+00:00,,2.0,,2.0,,,3.0,64621.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
KR,2020-03-23 00:00:00+00:00,,,2.0,1.0,,0.5,4.0,316664.0,,,,,3.0,1.0,0.0,2.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.8999999999999999
SG,2020-03-23 00:00:00+00:00,,2.0,1.0,1.0,,0.5,6.0,,2000.0,,,10.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.1
IL,2020-03-23 00:00:00+00:00,,,,,,1.0,6.0,10864.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
JP,2020-03-23 00:00:00+00:00,,,2.0,,,,5.0,14901.0,,,,,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
SE,2020-03-23 00:00:00+00:00,,,,,,,6.0,14300.0,,,,500.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
SM,2020-03-23 00:00:00+00:00,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,2020-03-23 00:00:00+00:00,,,2.0,2.0,,1.0,5.0,9860.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CA,2020-03-23 00:00:00+00:00,1.0,,1.0,,,,,54956.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CN-HK,2020-03-23 00:00:00+00:00,,,,,,1.0,4.0,5271.0,,,,,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
TW,2020-03-23 00:00:00+00:00,,,,,,,6.0,21376.0,,100.0,,,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
CN,2020-03-23 00:00:00+00:00,,,1.0,3.0,2.0,1.0,3.0,320000.0,700.0,,,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.7999999999999999
IT,2020-03-23 00:00:00+00:00,,,,3.0,2.0,1.0,5.0,206886.0,,,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.6
CZ,2020-03-23 00:00:00+00:00,1.0,,,,2.0,1.0,6.0,11619.0,,100.0,,100.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
AU,2020-03-23 00:00:00+00:00,,,,,,,6.0,113615.0,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-03-23 00:00:00+00:00,,,,,,,5.0,8284.0,,,,50.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FR,2020-03-23 00:00:00+00:00,,,,3.0,,1.0,1.0,36747.0,,,,100.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
PT,2020-03-23 00:00:00+00:00,,,,,,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
ES,2020-03-23 00:00:00+00:00,,,,3.0,,1.0,6.0,30000.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
BE,2020-03-23 00:00:00+00:00,,,2.0,3.0,2.0,1.0,6.0,18360.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
LU,2020-03-23 00:00:00+00:00,,,,,,0.5,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-23 00:00:00+00:00,,,,2.0,2.0,0.5,6.0,,,,,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
AD,2020-03-23 00:00:00+00:00,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BY,2020-03-23 00:00:00+00:00,,,,,,,,16000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA,2020-03-23 00:00:00+00:00,,,,2.0,,1.0,5.0,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
BG,2020-03-23 00:00:00+00:00,,,,3.0,,1.0,5.0,,,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DK,2020-03-23 00:00:00+00:00,,,,,,1.0,6.0,10730.0,,,,10.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
EE,2020-03-23 00:00:00+00:00,,,,,,,6.0,2504.0,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
CY,2020-03-23 00:00:00+00:00,,,,,,,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HR,2020-03-23 00:00:00+00:00,,,,,2.0,1.0,6.0,1264.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0
FI,2020-03-23 00:00:00+00:00,,,,,,1.0,4.0,3000.0,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
GE,2020-03-23 00:00:00+00:00,,,,,,,6.0,,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HU,2020-03-23 00:00:00+00:00,,2.0,,,,0.5,6.0,3007.0,,,,100.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
LV,2020-03-23 00:00:00+00:00,,,,,,,1.0,3205.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
LT,2020-03-23 00:00:00+00:00,,,,,,1.0,6.0,1154.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
GR,2020-03-23 00:00:00+00:00,,,,2.0,2.0,1.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
MD,2020-03-23 00:00:00+00:00,,,,,2.0,1.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
MT,2020-03-23 00:00:00+00:00,,,,,,0.5,6.0,889.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
MC,2020-03-23 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NL,2020-03-23 00:00:00+00:00,,2.0,,2.0,,0.5,5.0,6000.0,,,,10.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
IS,2020-03-23 00:00:00+00:00,,,,2.0,,,6.0,9189.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
MK,2020-03-23 00:00:00+00:00,,,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
IE,2020-03-23 00:00:00+00:00,,,2.0,,,0.5,5.0,6600.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
VA,2020-03-23 00:00:00+00:00,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KZ,2020-03-23 00:00:00+00:00,,,,1.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PL,2020-03-23 00:00:00+00:00,,,,,,0.5,6.0,13072.0,1000.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
TR,2020-03-23 00:00:00+00:00,,,,,,0.5,,2900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
UA,2020-03-23 00:00:00+00:00,,,,,,0.5,,316.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
SK,2020-03-23 00:00:00+00:00,,,2.0,,,1.0,6.0,2707.0,,,,,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
RS,2020-03-23 00:00:00+00:00,,,,2.0,,1.0,6.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CH,2020-03-23 00:00:00+00:00,,,,,,1.0,5.0,4000.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NO,2020-03-23 00:00:00+00:00,,,,,,0.5,6.0,43735.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ME,2020-03-23 00:00:00+00:00,,,,,,0.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IR,2020-03-23 00:00:00+00:00,,,,,,,,80000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
LI,2020-03-23 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU,2020-03-23 00:00:00+00:00,,,,,,,6.0,143519.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
MX,2020-03-23 00:00:00+00:00,,,1.0,,,,2.0,278.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
EG,2020-03-23 00:00:00+00:00,,,2.0,,2.0,,6.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
NP,2020-03-23 00:00:00+00:00,,,,1.0,,,6.0,,,,,25.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.1
IQ,2020-03-23 00:00:00+00:00,,,,1.0,,0.5,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZA,2020-03-23 00:00:00+00:00,,,,,,,,6438.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NA,2020-03-23 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MA,2020-03-23 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
UG,2020-03-23 00:00:00+00:00,,,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
AT,2020-03-24 00:00:00+00:00,,,,3.0,,0.5,5.0,15613.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
DE,2020-03-24 00:00:00+00:00,,,,2.0,,1.0,6.0,167000.0,,,,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
GB,2020-03-24 00:00:00+00:00,,2.0,,2.0,,,3.0,64621.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
KR,2020-03-24 00:00:00+00:00,,,2.0,1.0,,0.5,4.0,316664.0,,,,,3.0,1.0,0.0,2.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.8999999999999999
SG,2020-03-24 00:00:00+00:00,,2.0,1.0,1.0,,0.5,6.0,,2000.0,,,10.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.1
IL,2020-03-24 00:00:00+00:00,,,,,,1.0,6.0,10864.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
JP,2020-03-24 00:00:00+00:00,,,2.0,,,,5.0,14901.0,,,,,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.30000000000000004
SE,2020-03-24 00:00:00+00:00,,,,,,,6.0,14300.0,,,,500.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
SM,2020-03-24 00:00:00+00:00,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,2020-03-24 00:00:00+00:00,,,2.0,2.0,,1.0,5.0,9860.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CA,2020-03-24 00:00:00+00:00,1.0,,1.0,,,,,54956.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
CN-HK,2020-03-24 00:00:00+00:00,,,,,,1.0,4.0,5271.0,,,,,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
TW,2020-03-24 00:00:00+00:00,,,,,,,6.0,21376.0,,100.0,,,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
CN,2020-03-24 00:00:00+00:00,,,1.0,3.0,2.0,1.0,3.0,320000.0,700.0,,,2.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.7999999999999999
IT,2020-03-24 00:00:00+00:00,,,,3.0,2.0,1.0,5.0,206886.0,,,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.6
CZ,2020-03-24 00:00:00+00:00,1.0,,,,2.0,1.0,6.0,11619.0,,100.0,,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
AU,2020-03-24 00:00:00+00:00,,,,,,,6.0,113615.0,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,2020-03-24 00:00:00+00:00,,,,,,,5.0,8284.0,,,,50.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
FR,2020-03-24 00:00:00+00:00,,,,3.0,,1.0,1.0,36747.0,,,,100.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
PT,2020-03-24 00:00:00+00:00,,,,,,1.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
ES,2020-03-24 00:00:00+00:00,,,,3.0,,1.0,6.0,30000.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
BE,2020-03-24 00:00:00+00:00,,,2.0,3.0,2.0,1.0,6.0,18360.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
LU,2020-03-24 00:00:00+00:00,,,,,,0.5,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
AL,2020-03-24 00:00:00+00:00,,,,2.0,2.0,0.5,6.0,,,,,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
AD,2020-03-24 00:00:00+00:00,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BY,2020-03-24 00:00:00+00:00,,,,,,,,16000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA,2020-03-24 00:00:00+00:00,,,,2.0,,1.0,6.0,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
BG,2020-03-24 00:00:00+00:00,,,,3.0,,1.0,5.0,,,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DK,2020-03-24 00:00:00+00:00,,,,,,1.0,6.0,10730.0,,,,10.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
EE,2020-03-24 00:00:00+00:00,,,,,,,6.0,2504.0,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
CY,2020-03-24 00:00:00+00:00,,,,,2.0,1.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
HR,2020-03-24 00:00:00+00:00,,,,,2.0,1.0,6.0,1264.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0
FI,2020-03-24 00:00:00+00:00,,,,,,1.0,4.0,3000.0,,,,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
GE,2020-03-24 00:00:00+00:00,,,,,,,6.0,,,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HU,2020-03-24 00:00:00+00:00,,2.0,,,,0.5,6.0,3007.0,,,,100.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
LV,2020-03-24 00:00:00+00:00,,,,,,,1.0,3205.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
LT,2020-03-24 00:00:00+00:00,,,,,,1.0,6.0,1154.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
GR,2020-03-24 00:00:00+00:00,,,,2.0,2.0,1.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
MD,2020-03-24 00:00:00+00:00,,,,,2.0,1.0,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
MT,2020-03-24 00:00:00+00:00,,,,,,0.5,6.0,889.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
MC,2020-03-24 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NL,2020-03-24 00:00:00+00:00,,2.0,,2.0,,0.5,5.0,6000.0,,,,10.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
IS,2020-03-24 00:00:00+00:00,,,,2.0,,1.0,6.0,9189.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
MK,2020-03-24 00:00:00+00:00,,,,,,,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
IE,2020-03-24 00:00:00+00:00,,,2.0,,,0.5,5.0,6600.0,,,,100.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
VA,2020-03-24 00:00:00+00:00,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
KZ,2020-03-24 00:00:00+00:00,,,,1.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PL,2020-03-24 00:00:00+00:00,,,,,,0.5,6.0,13072.0,1000.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
TR,2020-03-24 00:00:00+00:00,,,,,,0.5,,2900.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
UA,2020-03-24 00:00:00+00:00,,,,,,0.5,,316.0,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
SK,2020-03-24 00:00:00+00:00,,,2.0,,,1.0,6.0,2707.0,,100.0,,,3.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
RS,2020-03-24 00:00:00+00:00,,,,2.0,,1.0,6.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CH,2020-03-24 00:00:00+00:00,,,,,,1.0,5.0,4000.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NO,2020-03-24 00:00:00+00:00,,,,,,0.5,6.0,43735.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ME,2020-03-24 00:00:00+00:00,,,,,,0.5,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IR,2020-03-24 00:00:00+00:00,,,,,,,,80000.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
LI,2020-03-24 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU,2020-03-24 00:00:00+00:00,,,,,,,6.0,143519.0,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
MX,2020-03-24 00:00:00+00:00,,,1.0,,,,2.0,278.0,,,,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
EG,2020-03-24 00:00:00+00:00,,,2.0,,2.0,,6.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
NP,2020-03-24 00:00:00+00:00,,,,1.0,,,6.0,,,,,25.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.1
IQ,2020-03-24 00:00:00+00:00,,,,1.0,,0.5,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZA,2020-03-24 00:00:00+00:00,,,,,,,,6438.0,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NA,2020-03-24 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MA,2020-03-24 00:00:00+00:00,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
UG,2020-03-24 00:00:00+00:00,,,,,,,6.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
AT,2020-03-25 00:00:00+00:00,,,,3.0,,0.5,5.0,15613.0,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
DE,2020-03-25 00:00:00+00:00,,,,2.0,,1.0,6.0,167000.0,,,,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
GB,2020-03-25 00:00:00+00:00,,2.0,,2.0,,,3.0,64621.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
KR,2020-03-25 00:00:00+00:00,,,2.0,1.0,,0.5,4.0,316664.0,,,,,3.0,1.0,0.0,2.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.8999999999999999
SG,2020-03-25 00:00:00+00:00,,2.0,1.0,1.0,,0.5,6.0,,2000.0,,,10.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.1
