Code,Date,Healthcare specialisation,Minor distancing and hygiene measures,Phone line,Mask wearing,Asymptomatic contact isolation,Lockdown and cancel
KR,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2019-12-31 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2019-12-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-01 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-02 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-03 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-04 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-05 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-06 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-07 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-08 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-09 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-09 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-10 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-10 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-11 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-11 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
JP,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-12 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
FR,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-12 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-13 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
