,"Gatherings limited to","Business suspended","Schools and universities closed","General curfew","Public information","Healthcare specialisation","Public hygiene","Country","Date"
0,0,0,0,0,0,0,0,"Austria","2019-12-18"
1,0,0,0,0,0,0,0,"Germany","2019-12-18"
2,0,0,0,0,0,0,0,"United Kingdom","2019-12-18"
3,0,0,0,0,0,0,0,"South Korea","2019-12-18"
4,0,0,0,0,0,0,0,"Singapore","2019-12-18"
5,0,0,0,0,0,0,0,"Israel","2019-12-18"
6,0,0,0,0,0,0,0,"Japan","2019-12-18"
7,0,0,0,0,0,0,0,"Sweden","2019-12-18"
8,0,0,0,0,0,0,0,"San Marino","2019-12-18"
9,0,0,0,0,0,0,0,"Slovenia","2019-12-18"
10,0,0,0,0,0,0,0,"United States","2019-12-18"
11,0,0,0,0,0,0,0,"Canada","2019-12-18"
12,0,0,0,0,0,0,0,"Hong Kong","2019-12-18"
13,0,0,0,0,0,0,0,"Taiwan","2019-12-18"
14,0,0,0,0,0,0,0,"China","2019-12-18"
15,0,0,0,0,0,0,0,"Italy","2019-12-18"
16,0,0,0,0,0,0,0,"Czechia","2019-12-18"
17,0,0,0,0,0,0,0,"Australia","2019-12-18"
18,0,0,0,0,0,0,0,"Romania","2019-12-18"
19,0,0,0,0,0,0,0,"France","2019-12-18"
20,0,0,0,0,0,0,0,"Portugal","2019-12-18"
21,0,0,0,0,0,0,0,"Spain","2019-12-18"
22,0,0,0,0,0,0,0,"Belgium","2019-12-18"
23,0,0,0,0,0,0,0,"Luxembourg","2019-12-18"
24,0,0,0,0,0,0,0,"Albania","2019-12-18"
25,0,0,0,0,0,0,0,"Andorra","2019-12-18"
26,0,0,0,0,0,0,0,"Belarus","2019-12-18"
27,0,0,0,0,0,0,0,"Bosnia and Herzegovina","2019-12-18"
28,0,0,0,0,0,0,0,"Bulgaria","2019-12-18"
29,0,0,0,0,0,0,0,"Denmark","2019-12-18"
30,0,0,0,0,0,0,0,"Estonia","2019-12-18"
31,0,0,0,0,0,0,0,"Cyprus","2019-12-18"
32,0,0,0,0,0,0,0,"Croatia","2019-12-18"
33,0,0,0,0,0,0,0,"Finland","2019-12-18"
34,0,0,0,0,0,0,0,"Georgia","2019-12-18"
35,0,0,0,0,0,0,0,"Hungary","2019-12-18"
36,0,0,0,0,0,0,0,"Latvia","2019-12-18"
37,0,0,0,0,0,0,0,"Lithuania","2019-12-18"
38,0,0,0,0,0,0,0,"Greece","2019-12-18"
39,0,0,0,0,0,0,0,"Moldova","2019-12-18"
40,0,0,0,0,0,0,0,"Malta","2019-12-18"
41,0,0,0,0,0,0,0,"Monaco","2019-12-18"
42,0,0,0,0,0,0,0,"Netherlands","2019-12-18"
43,0,0,0,0,0,0,0,"Iceland","2019-12-18"
44,0,0,0,0,0,0,0,"Macedonia","2019-12-18"
45,0,0,0,0,0,0,0,"Ireland","2019-12-18"
46,0,0,0,0,0,0,0,"Vatican City","2019-12-18"
47,0,0,0,0,0,0,0,"Kazakhstan","2019-12-18"
48,0,0,0,0,0,0,0,"Poland","2019-12-18"
49,0,0,0,0,0,0,0,"Turkey","2019-12-18"
51,0,0,0,0,0,0,0,"Ukraine","2019-12-18"
52,0,0,0,0,0,0,0,"Slovakia","2019-12-18"
53,0,0,0,0,0,0,0,"Serbia","2019-12-18"
54,0,0,0,0,0,0,0,"Switzerland","2019-12-18"
55,0,0,0,0,0,0,0,"Norway","2019-12-18"
56,0,0,0,0,0,0,0,"Montenegro","2019-12-18"
57,0,0,0,0,0,0,0,"Iran","2019-12-18"
58,0,0,0,0,0,0,0,"Liechtenstein","2019-12-18"
59,0,0,0,0,0,0,0,"Russia","2019-12-18"
69,0,0,0,0,0,0,0,"Mexico","2019-12-18"
70,0,0,0,0,0,0,0,"Egypt","2019-12-18"
71,0,0,0,0,0,0,0,"Palestine","2019-12-18"
80,0,0,0,0,0,0,0,"Nepal","2019-12-18"
81,0,0,0,0,0,0,0,"Iraq","2019-12-18"
82,0,0,0,0,0,0,0,"South Africa","2019-12-18"
83,0,0,0,0,0,0,0,"Namibia","2019-12-18"
85,0,0,0,0,0,0,0,"Morocco","2019-12-18"
87,0,0,0,0,0,0,0,"Uganda","2019-12-18"
94,0,0,0,0,0,0,0,"Austria","2019-12-19"
95,0,0,0,0,0,0,0,"Germany","2019-12-19"
96,0,0,0,0,0,0,0,"United Kingdom","2019-12-19"
97,0,0,0,0,0,0,0,"South Korea","2019-12-19"
98,0,0,0,0,0,0,0,"Singapore","2019-12-19"
99,0,0,0,0,0,0,0,"Israel","2019-12-19"
100,0,0,0,0,0,0,0,"Japan","2019-12-19"
101,0,0,0,0,0,0,0,"Sweden","2019-12-19"
102,0,0,0,0,0,0,0,"San Marino","2019-12-19"
103,0,0,0,0,0,0,0,"Slovenia","2019-12-19"
104,0,0,0,0,0,0,0,"United States","2019-12-19"
105,0,0,0,0,0,0,0,"Canada","2019-12-19"
106,0,0,0,0,0,0,0,"Hong Kong","2019-12-19"
107,0,0,0,0,0,0,0,"Taiwan","2019-12-19"
108,0,0,0,0,0,0,0,"China","2019-12-19"
109,0,0,0,0,0,0,0,"Italy","2019-12-19"
110,0,0,0,0,0,0,0,"Czechia","2019-12-19"
111,0,0,0,0,0,0,0,"Australia","2019-12-19"
112,0,0,0,0,0,0,0,"Romania","2019-12-19"
113,0,0,0,0,0,0,0,"France","2019-12-19"
114,0,0,0,0,0,0,0,"Portugal","2019-12-19"
115,0,0,0,0,0,0,0,"Spain","2019-12-19"
116,0,0,0,0,0,0,0,"Belgium","2019-12-19"
117,0,0,0,0,0,0,0,"Luxembourg","2019-12-19"
118,0,0,0,0,0,0,0,"Albania","2019-12-19"
119,0,0,0,0,0,0,0,"Andorra","2019-12-19"
120,0,0,0,0,0,0,0,"Belarus","2019-12-19"
121,0,0,0,0,0,0,0,"Bosnia and Herzegovina","2019-12-19"
122,0,0,0,0,0,0,0,"Bulgaria","2019-12-19"
123,0,0,0,0,0,0,0,"Denmark","2019-12-19"
124,0,0,0,0,0,0,0,"Estonia","2019-12-19"
125,0,0,0,0,0,0,0,"Cyprus","2019-12-19"
126,0,0,0,0,0,0,0,"Croatia","2019-12-19"
127,0,0,0,0,0,0,0,"Finland","2019-12-19"
128,0,0,0,0,0,0,0,"Georgia","2019-12-19"
129,0,0,0,0,0,0,0,"Hungary","2019-12-19"
130,0,0,0,0,0,0,0,"Latvia","2019-12-19"
131,0,0,0,0,0,0,0,"Lithuania","2019-12-19"
132,0,0,0,0,0,0,0,"Greece","2019-12-19"
133,0,0,0,0,0,0,0,"Moldova","2019-12-19"
134,0,0,0,0,0,0,0,"Malta","2019-12-19"
135,0,0,0,0,0,0,0,"Monaco","2019-12-19"
136,0,0,0,0,0,0,0,"Netherlands","2019-12-19"
137,0,0,0,0,0,0,0,"Iceland","2019-12-19"
138,0,0,0,0,0,0,0,"Macedonia","2019-12-19"
139,0,0,0,0,0,0,0,"Ireland","2019-12-19"
140,0,0,0,0,0,0,0,"Vatican City","2019-12-19"
141,0,0,0,0,0,0,0,"Kazakhstan","2019-12-19"
142,0,0,0,0,0,0,0,"Poland","2019-12-19"
143,0,0,0,0,0,0,0,"Turkey","2019-12-19"
145,0,0,0,0,0,0,0,"Ukraine","2019-12-19"
146,0,0,0,0,0,0,0,"Slovakia","2019-12-19"
147,0,0,0,0,0,0,0,"Serbia","2019-12-19"
148,0,0,0,0,0,0,0,"Switzerland","2019-12-19"
149,0,0,0,0,0,0,0,"Norway","2019-12-19"
150,0,0,0,0,0,0,0,"Montenegro","2019-12-19"
151,0,0,0,0,0,0,0,"Iran","2019-12-19"
152,0,0,0,0,0,0,0,"Liechtenstein","2019-12-19"
153,0,0,0,0,0,0,0,"Russia","2019-12-19"
163,0,0,0,0,0,0,0,"Mexico","2019-12-19"
164,0,0,0,0,0,0,0,"Egypt","2019-12-19"
165,0,0,0,0,0,0,0,"Palestine","2019-12-19"
174,0,0,0,0,0,0,0,"Nepal","2019-12-19"
175,0,0,0,0,0,0,0,"Iraq","2019-12-19"
176,0,0,0,0,0,0,0,"South Africa","2019-12-19"
177,0,0,0,0,0,0,0,"Namibia","2019-12-19"
179,0,0,0,0,0,0,0,"Morocco","2019-12-19"
181,0,0,0,0,0,0,0,"Uganda","2019-12-19"
188,0,0,0,0,0,0,0,"Austria","2019-12-20"
189,0,0,0,0,0,0,0,"Germany","2019-12-20"
190,0,0,0,0,0,0,0,"United Kingdom","2019-12-20"
191,0,0,0,0,0,0,0,"South Korea","2019-12-20"
192,0,0,0,0,0,0,0,"Singapore","2019-12-20"
193,0,0,0,0,0,0,0,"Israel","2019-12-20"
194,0,0,0,0,0,0,0,"Japan","2019-12-20"
195,0,0,0,0,0,0,0,"Sweden","2019-12-20"
196,0,0,0,0,0,0,0,"San Marino","2019-12-20"
197,0,0,0,0,0,0,0,"Slovenia","2019-12-20"
198,0,0,0,0,0,0,0,"United States","2019-12-20"
199,0,0,0,0,0,0,0,"Canada","2019-12-20"
200,0,0,0,0,0,0,0,"Hong Kong","2019-12-20"
201,0,0,0,0,0,0,0,"Taiwan","2019-12-20"
202,0,0,0,0,0,0,0,"China","2019-12-20"
203,0,0,0,0,0,0,0,"Italy","2019-12-20"
204,0,0,0,0,0,0,0,"Czechia","2019-12-20"
205,0,0,0,0,0,0,0,"Australia","2019-12-20"
206,0,0,0,0,0,0,0,"Romania","2019-12-20"
207,0,0,0,0,0,0,0,"France","2019-12-20"
208,0,0,0,0,0,0,0,"Portugal","2019-12-20"
209,0,0,0,0,0,0,0,"Spain","2019-12-20"
210,0,0,0,0,0,0,0,"Belgium","2019-12-20"
211,0,0,0,0,0,0,0,"Luxembourg","2019-12-20"
212,0,0,0,0,0,0,0,"Albania","2019-12-20"
213,0,0,0,0,0,0,0,"Andorra","2019-12-20"
214,0,0,0,0,0,0,0,"Belarus","2019-12-20"
215,0,0,0,0,0,0,0,"Bosnia and Herzegovina","2019-12-20"
216,0,0,0,0,0,0,0,"Bulgaria","2019-12-20"
217,0,0,0,0,0,0,0,"Denmark","2019-12-20"
218,0,0,0,0,0,0,0,"Estonia","2019-12-20"
219,0,0,0,0,0,0,0,"Cyprus","2019-12-20"
220,0,0,0,0,0,0,0,"Croatia","2019-12-20"
221,0,0,0,0,0,0,0,"Finland","2019-12-20"
222,0,0,0,0,0,0,0,"Georgia","2019-12-20"
223,0,0,0,0,0,0,0,"Hungary","2019-12-20"
224,0,0,0,0,0,0,0,"Latvia","2019-12-20"
225,0,0,0,0,0,0,0,"Lithuania","2019-12-20"
226,0,0,0,0,0,0,0,"Greece","2019-12-20"
227,0,0,0,0,0,0,0,"Moldova","2019-12-20"
228,0,0,0,0,0,0,0,"Malta","2019-12-20"
229,0,0,0,0,0,0,0,"Monaco","2019-12-20"
230,0,0,0,0,0,0,0,"Netherlands","2019-12-20"
231,0,0,0,0,0,0,0,"Iceland","2019-12-20"
232,0,0,0,0,0,0,0,"Macedonia","2019-12-20"
233,0,0,0,0,0,0,0,"Ireland","2019-12-20"
234,0,0,0,0,0,0,0,"Vatican City","2019-12-20"
235,0,0,0,0,0,0,0,"Kazakhstan","2019-12-20"
236,0,0,0,0,0,0,0,"Poland","2019-12-20"
237,0,0,0,0,0,0,0,"Turkey","2019-12-20"
239,0,0,0,0,0,0,0,"Ukraine","2019-12-20"
240,0,0,0,0,0,0,0,"Slovakia","2019-12-20"
241,0,0,0,0,0,0,0,"Serbia","2019-12-20"
242,0,0,0,0,0,0,0,"Switzerland","2019-12-20"
243,0,0,0,0,0,0,0,"Norway","2019-12-20"
244,0,0,0,0,0,0,0,"Montenegro","2019-12-20"
245,0,0,0,0,0,0,0,"Iran","2019-12-20"
246,0,0,0,0,0,0,0,"Liechtenstein","2019-12-20"
247,0,0,0,0,0,0,0,"Russia","2019-12-20"
257,0,0,0,0,0,0,0,"Mexico","2019-12-20"
258,0,0,0,0,0,0,0,"Egypt","2019-12-20"
259,0,0,0,0,0,0,0,"Palestine","2019-12-20"
268,0,0,0,0,0,0,0,"Nepal","2019-12-20"
269,0,0,0,0,0,0,0,"Iraq","2019-12-20"
270,0,0,0,0,0,0,0,"South Africa","2019-12-20"
271,0,0,0,0,0,0,0,"Namibia","2019-12-20"
273,0,0,0,0,0,0,0,"Morocco","2019-12-20"
275,0,0,0,0,0,0,0,"Uganda","2019-12-20"
282,0,0,0,0,0,0,0,"Austria","2019-12-21"
283,0,0,0,0,0,0,0,"Germany","2019-12-21"
284,0,0,0,0,0,0,0,"United Kingdom","2019-12-21"
285,0,0,0,0,0,0,0,"South Korea","2019-12-21"
286,0,0,0,0,0,0,0,"Singapore","2019-12-21"
287,0,0,0,0,0,0,0,"Israel","2019-12-21"
288,0,0,0,0,0,0,0,"Japan","2019-12-21"
289,0,0,0,0,0,0,0,"Sweden","2019-12-21"
290,0,0,0,0,0,0,0,"San Marino","2019-12-21"
291,0,0,0,0,0,0,0,"Slovenia","2019-12-21"
292,0,0,0,0,0,0,0,"United States","2019-12-21"
293,0,0,0,0,0,0,0,"Canada","2019-12-21"
294,0,0,0,0,0,0,0,"Hong Kong","2019-12-21"
295,0,0,0,0,0,0,0,"Taiwan","2019-12-21"
296,0,0,0,0,0,0,0,"China","2019-12-21"
297,0,0,0,0,0,0,0,"Italy","2019-12-21"
298,0,0,0,0,0,0,0,"Czechia","2019-12-21"
299,0,0,0,0,0,0,0,"Australia","2019-12-21"
300,0,0,0,0,0,0,0,"Romania","2019-12-21"
301,0,0,0,0,0,0,0,"France","2019-12-21"
302,0,0,0,0,0,0,0,"Portugal","2019-12-21"
303,0,0,0,0,0,0,0,"Spain","2019-12-21"
304,0,0,0,0,0,0,0,"Belgium","2019-12-21"
305,0,0,0,0,0,0,0,"Luxembourg","2019-12-21"
306,0,0,0,0,0,0,0,"Albania","2019-12-21"
307,0,0,0,0,0,0,0,"Andorra","2019-12-21"
308,0,0,0,0,0,0,0,"Belarus","2019-12-21"
309,0,0,0,0,0,0,0,"Bosnia and Herzegovina","2019-12-21"
310,0,0,0,0,0,0,0,"Bulgaria","2019-12-21"
311,0,0,0,0,0,0,0,"Denmark","2019-12-21"
312,0,0,0,0,0,0,0,"Estonia","2019-12-21"
313,0,0,0,0,0,0,0,"Cyprus","2019-12-21"
314,0,0,0,0,0,0,0,"Croatia","2019-12-21"
315,0,0,0,0,0,0,0,"Finland","2019-12-21"
316,0,0,0,0,0,0,0,"Georgia","2019-12-21"
317,0,0,0,0,0,0,0,"Hungary","2019-12-21"
318,0,0,0,0,0,0,0,"Latvia","2019-12-21"
319,0,0,0,0,0,0,0,"Lithuania","2019-12-21"
320,0,0,0,0,0,0,0,"Greece","2019-12-21"
321,0,0,0,0,0,0,0,"Moldova","2019-12-21"
322,0,0,0,0,0,0,0,"Malta","2019-12-21"
323,0,0,0,0,0,0,0,"Monaco","2019-12-21"
324,0,0,0,0,0,0,0,"Netherlands","2019-12-21"
325,0,0,0,0,0,0,0,"Iceland","2019-12-21"
326,0,0,0,0,0,0,0,"Macedonia","2019-12-21"
327,0,0,0,0,0,0,0,"Ireland","2019-12-21"
328,0,0,0,0,0,0,0,"Vatican City","2019-12-21"
329,0,0,0,0,0,0,0,"Kazakhstan","2019-12-21"
330,0,0,0,0,0,0,0,"Poland","2019-12-21"
331,0,0,0,0,0,0,0,"Turkey","2019-12-21"
333,0,0,0,0,0,0,0,"Ukraine","2019-12-21"
334,0,0,0,0,0,0,0,"Slovakia","2019-12-21"
335,0,0,0,0,0,0,0,"Serbia","2019-12-21"
336,0,0,0,0,0,0,0,"Switzerland","2019-12-21"
337,0,0,0,0,0,0,0,"Norway","2019-12-21"
338,0,0,0,0,0,0,0,"Montenegro","2019-12-21"
339,0,0,0,0,0,0,0,"Iran","2019-12-21"
340,0,0,0,0,0,0,0,"Liechtenstein","2019-12-21"
341,0,0,0,0,0,0,0,"Russia","2019-12-21"
351,0,0,0,0,0,0,0,"Mexico","2019-12-21"
352,0,0,0,0,0,0,0,"Egypt","2019-12-21"
353,0,0,0,0,0,0,0,"Palestine","2019-12-21"
362,0,0,0,0,0,0,0,"Nepal","2019-12-21"
363,0,0,0,0,0,0,0,"Iraq","2019-12-21"
364,0,0,0,0,0,0,0,"South Africa","2019-12-21"
365,0,0,0,0,0,0,0,"Namibia","2019-12-21"
367,0,0,0,0,0,0,0,"Morocco","2019-12-21"
369,0,0,0,0,0,0,0,"Uganda","2019-12-21"
376,0,0,0,0,0,0,0,"Austria","2019-12-22"
377,0,0,0,0,0,0,0,"Germany","2019-12-22"
378,0,0,0,0,0,0,0,"United Kingdom","2019-12-22"
379,0,0,0,0,0,0,0,"South Korea","2019-12-22"
380,0,0,0,0,0,0,0,"Singapore","2019-12-22"
381,0,0,0,0,0,0,0,"Israel","2019-12-22"
382,0,0,0,0,0,0,0,"Japan","2019-12-22"
383,0,0,0,0,0,0,0,"Sweden","2019-12-22"
384,0,0,0,0,0,0,0,"San Marino","2019-12-22"
385,0,0,0,0,0,0,0,"Slovenia","2019-12-22"
386,0,0,0,0,0,0,0,"United States","2019-12-22"
387,0,0,0,0,0,0,0,"Canada","2019-12-22"
388,0,0,0,0,0,0,0,"Hong Kong","2019-12-22"
389,0,0,0,0,0,0,0,"Taiwan","2019-12-22"
390,0,0,0,0,0,0,0,"China","2019-12-22"
391,0,0,0,0,0,0,0,"Italy","2019-12-22"
392,0,0,0,0,0,0,0,"Czechia","2019-12-22"
393,0,0,0,0,0,0,0,"Australia","2019-12-22"
394,0,0,0,0,0,0,0,"Romania","2019-12-22"
395,0,0,0,0,0,0,0,"France","2019-12-22"
396,0,0,0,0,0,0,0,"Portugal","2019-12-22"
397,0,0,0,0,0,0,0,"Spain","2019-12-22"
398,0,0,0,0,0,0,0,"Belgium","2019-12-22"
399,0,0,0,0,0,0,0,"Luxembourg","2019-12-22"
400,0,0,0,0,0,0,0,"Albania","2019-12-22"
401,0,0,0,0,0,0,0,"Andorra","2019-12-22"
402,0,0,0,0,0,0,0,"Belarus","2019-12-22"
403,0,0,0,0,0,0,0,"Bosnia and Herzegovina","2019-12-22"
404,0,0,0,0,0,0,0,"Bulgaria","2019-12-22"
405,0,0,0,0,0,0,0,"Denmark","2019-12-22"
406,0,0,0,0,0,0,0,"Estonia","2019-12-22"
407,0,0,0,0,0,0,0,"Cyprus","2019-12-22"
408,0,0,0,0,0,0,0,"Croatia","2019-12-22"
409,0,0,0,0,0,0,0,"Finland","2019-12-22"
410,0,0,0,0,0,0,0,"Georgia","2019-12-22"
411,0,0,0,0,0,0,0,"Hungary","2019-12-22"
412,0,0,0,0,0,0,0,"Latvia","2019-12-22"
413,0,0,0,0,0,0,0,"Lithuania","2019-12-22"
414,0,0,0,0,0,0,0,"Greece","2019-12-22"
415,0,0,0,0,0,0,0,"Moldova","2019-12-22"
416,0,0,0,0,0,0,0,"Malta","2019-12-22"
417,0,0,0,0,0,0,0,"Monaco","2019-12-22"
418,0,0,0,0,0,0,0,"Netherlands","2019-12-22"
419,0,0,0,0,0,0,0,"Iceland","2019-12-22"
420,0,0,0,0,0,0,0,"Macedonia","2019-12-22"
421,0,0,0,0,0,0,0,"Ireland","2019-12-22"
422,0,0,0,0,0,0,0,"Vatican City","2019-12-22"
423,0,0,0,0,0,0,0,"Kazakhstan","2019-12-22"
424,0,0,0,0,0,0,0,"Poland","2019-12-22"
425,0,0,0,0,0,0,0,"Turkey","2019-12-22"
427,0,0,0,0,0,0,0,"Ukraine","2019-12-22"
428,0,0,0,0,0,0,0,"Slovakia","2019-12-22"
429,0,0,0,0,0,0,0,"Serbia","2019-12-22"
430,0,0,0,0,0,0,0,"Switzerland","2019-12-22"
431,0,0,0,0,0,0,0,"Norway","2019-12-22"
432,0,0,0,0,0,0,0,"Montenegro","2019-12-22"
433,0,0,0,0,0,0,0,"Iran","2019-12-22"
434,0,0,0,0,0,0,0,"Liechtenstein","2019-12-22"
435,0,0,0,0,0,0,0,"Russia","2019-12-22"
445,0,0,0,0,0,0,0,"Mexico","2019-12-22"
446,0,0,0,0,0,0,0,"Egypt","2019-12-22"
447,0,0,0,0,0,0,0,"Palestine","2019-12-22"
456,0,0,0,0,0,0,0,"Nepal","2019-12-22"
457,0,0,0,0,0,0,0,"Iraq","2019-12-22"
458,0,0,0,0,0,0,0,"South Africa","2019-12-22"
459,0,0,0,0,0,0,0,"Namibia","2019-12-22"
461,0,0,0,0,0,0,0,"Morocco","2019-12-22"
463,0,0,0,0,0,0,0,"Uganda","2019-12-22"
470,0,0,0,0,0,0,0,"Austria","2019-12-23"
471,0,0,0,0,0,0,0,"Germany","2019-12-23"
472,0,0,0,0,0,0,0,"United Kingdom","2019-12-23"
473,0,0,0,0,0,0,0,"South Korea","2019-12-23"
474,0,0,0,0,0,0,0,"Singapore","2019-12-23"
475,0,0,0,0,0,0,0,"Israel","2019-12-23"
476,0,0,0,0,0,0,0,"Japan","2019-12-23"
477,0,0,0,0,0,0,0,"Sweden","2019-12-23"
478,0,0,0,0,0,0,0,"San Marino","2019-12-23"
479,0,0,0,0,0,0,0,"Slovenia","2019-12-23"
480,0,0,0,0,0,0,0,"United States","2019-12-23"
481,0,0,0,0,0,0,0,"Canada","2019-12-23"
482,0,0,0,0,0,0,0,"Hong Kong","2019-12-23"
483,0,0,0,0,0,0,0,"Taiwan","2019-12-23"
484,0,0,0,0,0,0,0,"China","2019-12-23"
485,0,0,0,0,0,0,0,"Italy","2019-12-23"
486,0,0,0,0,0,0,0,"Czechia","2019-12-23"
487,0,0,0,0,0,0,0,"Australia","2019-12-23"
488,0,0,0,0,0,0,0,"Romania","2019-12-23"
489,0,0,0,0,0,0,0,"France","2019-12-23"
490,0,0,0,0,0,0,0,"Portugal","2019-12-23"
491,0,0,0,0,0,0,0,"Spain","2019-12-23"
492,0,0,0,0,0,0,0,"Belgium","2019-12-23"
493,0,0,0,0,0,0,0,"Luxembourg","2019-12-23"
494,0,0,0,0,0,0,0,"Albania","2019-12-23"
495,0,0,0,0,0,0,0,"Andorra","2019-12-23"
496,0,0,0,0,0,0,0,"Belarus","2019-12-23"
497,0,0,0,0,0,0,0,"Bosnia and Herzegovina","2019-12-23"
498,0,0,0,0,0,0,0,"Bulgaria","2019-12-23"
499,0,0,0,0,0,0,0,"Denmark","2019-12-23"
500,0,0,0,0,0,0,0,"Estonia","2019-12-23"
501,0,0,0,0,0,0,0,"Cyprus","2019-12-23"
502,0,0,0,0,0,0,0,"Croatia","2019-12-23"
503,0,0,0,0,0,0,0,"Finland","2019-12-23"
504,0,0,0,0,0,0,0,"Georgia","2019-12-23"
505,0,0,0,0,0,0,0,"Hungary","2019-12-23"
506,0,0,0,0,0,0,0,"Latvia","2019-12-23"
507,0,0,0,0,0,0,0,"Lithuania","2019-12-23"
508,0,0,0,0,0,0,0,"Greece","2019-12-23"
509,0,0,0,0,0,0,0,"Moldova","2019-12-23"
510,0,0,0,0,0,0,0,"Malta","2019-12-23"
511,0,0,0,0,0,0,0,"Monaco","2019-12-23"
512,0,0,0,0,0,0,0,"Netherlands","2019-12-23"
513,0,0,0,0,0,0,0,"Iceland","2019-12-23"
514,0,0,0,0,0,0,0,"Macedonia","2019-12-23"
515,0,0,0,0,0,0,0,"Ireland","2019-12-23"
516,0,0,0,0,0,0,0,"Vatican City","2019-12-23"
517,0,0,0,0,0,0,0,"Kazakhstan","2019-12-23"
518,0,0,0,0,0,0,0,"Poland","2019-12-23"
519,0,0,0,0,0,0,0,"Turkey","2019-12-23"
521,0,0,0,0,0,0,0,"Ukraine","2019-12-23"
522,0,0,0,0,0,0,0,"Slovakia","2019-12-23"
523,0,0,0,0,0,0,0,"Serbia","2019-12-23"
524,0,0,0,0,0,0,0,"Switzerland","2019-12-23"
525,0,0,0,0,0,0,0,"Norway","2019-12-23"
526,0,0,0,0,0,0,0,"Montenegro","2019-12-23"
527,0,0,0,0,0,0,0,"Iran","2019-12-23"
528,0,0,0,0,0,0,0,"Liechtenstein","2019-12-23"
529,0,0,0,0,0,0,0,"Russia","2019-12-23"
539,0,0,0,0,0,0,0,"Mexico","2019-12-23"
540,0,0,0,0,0,0,0,"Egypt","2019-12-23"
541,0,0,0,0,0,0,0,"Palestine","2019-12-23"
550,0,0,0,0,0,0,0,"Nepal","2019-12-23"
551,0,0,0,0,0,0,0,"Iraq","2019-12-23"
552,0,0,0,0,0,0,0,"South Africa","2019-12-23"
553,0,0,0,0,0,0,0,"Namibia","2019-12-23"
555,0,0,0,0,0,0,0,"Morocco","2019-12-23"
557,0,0,0,0,0,0,0,"Uganda","2019-12-23"
564,0,0,0,0,0,0,0,"Austria","2019-12-24"
565,0,0,0,0,0,0,0,"Germany","2019-12-24"
566,0,0,0,0,0,0,0,"United Kingdom","2019-12-24"
567,0,0,0,0,0,0,0,"South Korea","2019-12-24"
568,0,0,0,0,0,0,0,"Singapore","2019-12-24"
569,0,0,0,0,0,0,0,"Israel","2019-12-24"
570,0,0,0,0,0,0,0,"Japan","2019-12-24"
571,0,0,0,0,0,0,0,"Sweden","2019-12-24"
572,0,0,0,0,0,0,0,"San Marino","2019-12-24"
573,0,0,0,0,0,0,0,"Slovenia","2019-12-24"
574,0,0,0,0,0,0,0,"United States","2019-12-24"
575,0,0,0,0,0,0,0,"Canada","2019-12-24"
576,0,0,0,0,0,0,0,"Hong Kong","2019-12-24"
577,0,0,0,0,0,0,0,"Taiwan","2019-12-24"
578,0,0,0,0,0,0,0,"China","2019-12-24"
579,0,0,0,0,0,0,0,"Italy","2019-12-24"
580,0,0,0,0,0,0,0,"Czechia","2019-12-24"
581,0,0,0,0,0,0,0,"Australia","2019-12-24"
582,0,0,0,0,0,0,0,"Romania","2019-12-24"
583,0,0,0,0,0,0,0,"France","2019-12-24"
584,0,0,0,0,0,0,0,"Portugal","2019-12-24"
585,0,0,0,0,0,0,0,"Spain","2019-12-24"
586,0,0,0,0,0,0,0,"Belgium","2019-12-24"
587,0,0,0,0,0,0,0,"Luxembourg","2019-12-24"
588,0,0,0,0,0,0,0,"Albania","2019-12-24"
589,0,0,0,0,0,0,0,"Andorra","2019-12-24"
590,0,0,0,0,0,0,0,"Belarus","2019-12-24"
591,0,0,0,0,0,0,0,"Bosnia and Herzegovina","2019-12-24"
592,0,0,0,0,0,0,0,"Bulgaria","2019-12-24"
593,0,0,0,0,0,0,0,"Denmark","2019-12-24"
594,0,0,0,0,0,0,0,"Estonia","2019-12-24"
595,0,0,0,0,0,0,0,"Cyprus","2019-12-24"
596,0,0,0,0,0,0,0,"Croatia","2019-12-24"
597,0,0,0,0,0,0,0,"Finland","2019-12-24"
598,0,0,0,0,0,0,0,"Georgia","2019-12-24"
599,0,0,0,0,0,0,0,"Hungary","2019-12-24"
600,0,0,0,0,0,0,0,"Latvia","2019-12-24"
601,0,0,0,0,0,0,0,"Lithuania","2019-12-24"
602,0,0,0,0,0,0,0,"Greece","2019-12-24"
603,0,0,0,0,0,0,0,"Moldova","2019-12-24"
604,0,0,0,0,0,0,0,"Malta","2019-12-24"
605,0,0,0,0,0,0,0,"Monaco","2019-12-24"
606,0,0,0,0,0,0,0,"Netherlands","2019-12-24"
607,0,0,0,0,0,0,0,"Iceland","2019-12-24"
608,0,0,0,0,0,0,0,"Macedonia","2019-12-24"
609,0,0,0,0,0,0,0,"Ireland","2019-12-24"
610,0,0,0,0,0,0,0,"Vatican City","2019-12-24"
611,0,0,0,0,0,0,0,"Kazakhstan","2019-12-24"
612,0,0,0,0,0,0,0,"Poland","2019-12-24"
613,0,0,0,0,0,0,0,"Turkey","2019-12-24"
615,0,0,0,0,0,0,0,"Ukraine","2019-12-24"
616,0,0,0,0,0,0,0,"Slovakia","2019-12-24"
617,0,0,0,0,0,0,0,"Serbia","2019-12-24"
618,0,0,0,0,0,0,0,"Switzerland","2019-12-24"
