,Symptomatic isolation - targeted,Symptomatic isolation - blanket,Asymptomatic isolation - targeted,Asymptomatic isolation - blanket,Domestic travel restriction,International travel restriction,Testing,Contact tracing,Mask wearing,Hand washing,Gatherings banned,Symptomatic isolation - semi-targeted,Asymptomatic isolation - semi-targeted,Healthcare specialisation,Public education and incentives,Assisting people to stay home,Public cleaning,Miscellaneous hygiene measures,Public interaction reduction,Nonessential business suspension,School closure,Activity cancellation,Resumption,Diagnostic criteria loosened,Diagnostic criteria tightened,Testing criteria,Date,Country
0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Austria
1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Germany
2,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,United Kingdom
3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Vietnam
4,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,South Korea
5,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Singapore
6,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Israel
7,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Japan
8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Sweden
9,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,San Marino
10,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Slovenia
11,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:New Jersey
12,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Canada
13,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Taiwan
14,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Macau
15,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Hong Kong
16,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,China
17,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,United States
18,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,European Union
19,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Thailand
20,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Italy
21,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Czechia
22,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Australia
23,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Trinidad and Tobago
24,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Qatar
25,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,North Korea
26,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,New Zealand
27,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Colombia
28,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Romania
29,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,France
30,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Portugal
31,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Spain
32,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Belgium
33,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Luxembourg
34,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Albania
35,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Andorra
36,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Azerbaijan
37,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Belarus
38,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Bosnia and Herzegovina
39,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Bulgaria
40,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Denmark
41,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Estonia
42,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Cyprus
43,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Croatia
44,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Finland
45,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Georgia
46,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Hungary
47,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Latvia
48,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Lithuania
49,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Greece
50,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Moldova
51,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Malta
52,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Monaco
53,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Netherlands
54,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Iceland
55,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Guernsey
56,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Macedonia
57,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Ireland
58,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Vatican City
59,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Jersey
60,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Kosovo
61,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Kazakhstan
62,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Poland
63,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Turkey
64,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US: Florida
65,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Ukraine
66,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Slovakia
67,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Serbia
68,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Switzerland
69,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Norway
70,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Montenegro
71,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Iran
72,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Liechtenstein
73,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Russia
74,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:N Carolina
75,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US: Oregon
76,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US: Arizona
77,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:California
78,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US: Nevada
79,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:Idaho
80,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:Utah
81,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:Washington
82,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US: S Carolina
83,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Mexico
84,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Egypt
85,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Palestine
86,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Malaysia
87,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:Georgia
88,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:Maryland
89,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US: Indiana
90,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:Delaware
91,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US: Illinois
92,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US: Wisconsin
93,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US: Virginia
94,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US: Michigan
95,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Nepal
96,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Afghanistan
97,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Iraq
98,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Faroe Islands
99,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Philippines
100,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Kuwait
101,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,South Africa
102,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Armenia
103,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Pakistan
104,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Brazil
105,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Costa Rica
106,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Panama
107,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,India
108,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Bahrain
109,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,United Arab Emirates
110,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Kyrgyzstan
111,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Indonesia
112,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,
113,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Namibia
114,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,Uganda
115,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:Alabama
116,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-18,US:Alaska
117,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Austria
118,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Germany
119,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,United Kingdom
120,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Vietnam
121,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,South Korea
122,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Singapore
123,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Israel
124,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Japan
125,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Sweden
126,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,San Marino
127,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Slovenia
128,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:New Jersey
129,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Canada
130,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Taiwan
131,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Macau
132,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Hong Kong
133,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,China
134,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,United States
135,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,European Union
136,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Thailand
137,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Italy
138,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Czechia
139,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Australia
140,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Trinidad and Tobago
141,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Qatar
142,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,North Korea
143,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,New Zealand
144,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Colombia
145,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Romania
146,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,France
147,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Portugal
148,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Spain
149,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Belgium
150,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Luxembourg
151,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Albania
152,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Andorra
153,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Azerbaijan
154,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Belarus
155,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Bosnia and Herzegovina
156,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Bulgaria
157,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Denmark
158,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Estonia
159,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Cyprus
160,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Croatia
161,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Finland
162,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Georgia
163,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Hungary
164,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Latvia
165,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Lithuania
166,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Greece
167,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Moldova
168,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Malta
169,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Monaco
170,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Netherlands
171,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Iceland
172,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Guernsey
173,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Macedonia
174,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Ireland
175,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Vatican City
176,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Jersey
177,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Kosovo
178,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Kazakhstan
179,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Poland
180,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Turkey
181,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US: Florida
182,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Ukraine
183,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Slovakia
184,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Serbia
185,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Switzerland
186,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Norway
187,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Montenegro
188,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Iran
189,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Liechtenstein
190,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Russia
191,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:N Carolina
192,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US: Oregon
193,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US: Arizona
194,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:California
195,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US: Nevada
196,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:Idaho
197,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:Utah
198,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:Washington
199,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US: S Carolina
200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Mexico
201,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Egypt
202,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Palestine
203,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Malaysia
204,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:Georgia
205,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:Maryland
206,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US: Indiana
207,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:Delaware
208,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US: Illinois
209,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US: Wisconsin
210,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US: Virginia
211,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US: Michigan
212,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Nepal
213,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Afghanistan
214,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Iraq
215,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Faroe Islands
216,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Philippines
217,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Kuwait
218,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,South Africa
219,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Armenia
220,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Pakistan
221,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Brazil
222,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Costa Rica
223,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Panama
224,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,India
225,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Bahrain
226,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,United Arab Emirates
227,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Kyrgyzstan
228,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Indonesia
229,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,
230,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Namibia
231,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,Uganda
232,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:Alabama
233,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-19,US:Alaska
234,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-20,Austria
235,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-20,Germany
236,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-20,United Kingdom
237,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-12-20,Vietnam
